gene_symbol,fdr_bh_adj_p_primary,mean_transloc_primary,n_sg_primary,fdr_bh_adj_p_secondary_reporter,mean_transloc_secondary_reporter,n_sg_secondary_reporter,fdr_bh_adj_p_secondary_antibody,mean_transloc_secondary_antibody,n_sg_secondary_antibody
C17orf104,0.4526796697038725,-0.02246184444444443,1.0,,,,,,
C17orf105,0.6754661720105795,-0.004354951184246798,4.0,,,,,,
C17orf107,0.9168278431041866,-0.011365003974180688,4.0,,,,,,
C17orf112,0.24601559640486123,0.0017407328401236842,4.0,,,,,,
C17orf113,0.13820297944481183,-0.003830511284308331,4.0,,,,,,
C17orf47,0.4121256160767072,-0.013342457475481273,3.0,,,,,,
C17orf49,0.414207350267867,0.017113503608176303,4.0,,,,,,
C17orf50,0.827309063724019,-0.00106739308601008,4.0,,,,,,
C17orf51,0.16962628292837786,-0.026336119385697028,4.0,,,,,,
C17orf53,0.9796430135712197,0.0065425558834852245,3.0,,,,,,
C17orf58,0.5388818924255545,0.027587105478514232,4.0,,,,,,
C17orf59,0.5685625719430032,0.019241890249912873,4.0,,,,,,
C17orf62,0.8902300032464641,-0.007968278389447862,4.0,,,,,,
C17orf64,0.35323533039754285,0.012978241219716972,4.0,,,,,,
C17orf67,0.9319793169094914,-0.0037626412500404373,3.0,,,,,,
C17orf74,0.7966620533634973,-0.002527585192958367,4.0,,,,,,
C17orf75,0.8595433459344534,-0.016225401201973574,4.0,,,,,,
C17orf77,0.788403757889394,-0.012739145847981517,3.0,,,,,,
C17orf78,0.5465564482659987,0.027602352879814756,4.0,,,,,,
C17orf80,0.48043372237390614,-0.01340939518241363,3.0,,,,,,
C17orf82,0.9401461119749595,0.009210663720744056,3.0,,,,,,
C17orf89,0.14701846965699203,-0.019378511111111156,4.0,,,,,,
C17orf97,0.44378737050141004,-0.006510701812450749,3.0,,,,,,
C17orf98,0.9502421020041404,-0.006911150586755984,4.0,,,,,,
C17orf99,0.4458051068274469,-0.0004683450358128334,4.0,,,,,,
C18orf12,0.1573588667600391,-0.005389424837181667,3.0,,,,,,
C18orf21,0.6952405063291139,-0.015100733333333347,1.0,,,,,,
C18orf25,0.6676172863204762,0.004595864411027514,4.0,,,,,,
C18orf32,0.3980162137325563,-0.03529645524328625,3.0,,,,,,
C18orf42,0.7855992099145324,-0.013528238954106918,4.0,,,,,,
C18orf54,0.7030392737010054,-0.01476551645353671,4.0,,,,,,
C18orf63,0.5535935030009197,-0.010205117830732127,4.0,,,,,,
C18orf65,0.7923995991075095,-0.006988365339613719,4.0,,,,,,
C18orf8,0.5033312760532708,-0.012971130183936683,4.0,,,,,,
C19orf12,0.8090936826348077,-0.013389269702573633,4.0,,,,,,
C19orf18,0.6501611460504584,-0.012280209429820992,4.0,,,,,,
C19orf24,0.9301736394578618,-0.00380226689814816,4.0,,,,,,
C19orf25,0.3913173607925423,-0.04260086134152588,3.0,,,,,,
C19orf26,0.2626780661012359,-0.020259266774856115,2.0,,,,,,
C19orf33,0.09650819208240248,-0.009440962352802233,4.0,,,,,,
C19orf35,0.4561180598277552,-0.00765674474747742,4.0,,,,,,
C19orf38,0.6391778846860224,-0.01788740797274773,4.0,,,,,,
C19orf40,0.9053937938899063,-0.006231685714285735,1.0,,,,,,
C19orf43,0.9760471282821482,0.01121124535672585,4.0,,,,,,
C19orf44,0.46350787885781114,0.03333493052970406,4.0,,,,,,
C19orf45,0.27876201819184776,-0.009695173546585507,3.0,,,,,,
C19orf47,0.7977690570374155,0.010985513752913713,4.0,,,,,,
C19orf48,0.6162691948824448,0.00379301428299002,4.0,,,,,,
C19orf52,0.8564174632132218,-0.013420625806451624,1.0,,,,,,
C19orf53,0.7286077581406009,-0.004905520229007707,2.0,,,,,,
C19orf54,0.1961767774553285,0.027486006750006016,4.0,,,,,,
C19orf57,0.7317180780907085,-0.017094516239164952,4.0,,,,,,
C19orf60,0.5247277865135366,-0.003044041297014745,4.0,,,,,,
C19orf66,0.9000340295958142,0.012932739226578699,3.0,,,,,,
C19orf67,0.27546848076498087,-0.021234565871095998,4.0,,,,,,
C19orf68,0.5104430724054907,-0.009862759235275988,3.0,,,,,,
C19orf70,0.25072926784724936,-0.006117414076576627,4.0,,,,,,
C19orf71,0.5224278587409228,0.009914980328592081,4.0,,,,,,
C19orf73,0.7080370096031093,-0.016214411117530934,4.0,,,,,,
C19orf80,0.44392454124687586,0.018729961124755747,3.0,,,,,,
C19orf81,0.9098945594478952,0.0028100125203654636,4.0,,,,,,
C19orf84,0.6922405200482283,-0.010279229031867254,4.0,,,,,,
C1D,0.19970620810809533,-0.04577602068965508,1.0,,,,,,
C1GALT1,0.2887756155356072,0.018314150627972977,4.0,,,,,,
C1GALT1C1,0.7152166534020656,0.008744287498860182,4.0,,,,,,
C1GALT1C1L,0.9981589333878582,0.0006326273832590413,4.0,,,,,,
C1QA,0.8444057209190746,0.004114877911164452,4.0,,,,,,
C1QB,0.9491083403900801,0.003889472840339431,3.0,,,,,,
C1QBP,0.7988349584117913,0.01539463570400229,2.0,,,,,,
C1QC,0.629966596870518,0.003757424274824223,4.0,,,,,,
C1QL1,0.08126053320389816,-0.023417617108474828,4.0,,,,,,
C1QL2,0.5261024711098711,-0.0004939512265512182,2.0,,,,,,
C1QL3,0.472549534264297,-0.007675982334996746,4.0,,,,,,
C1QL4,0.19706870746556301,-0.047732052014652075,4.0,,,,,,
C1QTNF1,0.775696526383719,-0.009244869741189297,4.0,,,,,,
C1QTNF12,0.5270837014107315,0.001996732237363875,3.0,,,,,,
C1QTNF2,0.4230580804106473,-0.02807650471686418,3.0,,,,,,
C1QTNF3,0.7990681335526177,-0.023463309390309994,4.0,,,,,,
C1QTNF4,0.9179737746588694,0.014557271128887809,4.0,,,,,,
C1QTNF5,0.9153066289726899,-0.008192470287067192,2.0,,,,,,
C1QTNF6,0.6484288224843783,0.02455611416365967,3.0,,,,,,
C1QTNF7,0.49217276855125336,-0.010242004264782839,4.0,,,,,,
C1QTNF8,0.8146346820809249,-0.02009382369067027,4.0,,,,,,
C1QTNF9,0.03672969729008332,-0.007521880777818381,4.0,,,,,,
C1QTNF9B,0.41639306729857967,0.0052820045844773,4.0,,,,,,
C1QTNF9B-AS1,0.9662702021737616,0.00803428269230766,2.0,,,,,,
C1R,0.9803979194400044,-0.004469772495102967,4.0,,,,,,
C1RL,0.27192641030606346,-0.012940770435955859,4.0,,,,,,
C1S,0.6174285914860717,0.005144910442977405,4.0,,,,,,
C1orf100,0.03799915186636673,-0.041742239494174146,4.0,0.028989764400992327,-0.02306175940218173,6.0,0.9885848189609125,-0.0023953188298011414,6.0
C1orf101,0.6408800015981886,-0.008710072147599213,4.0,,,,,,
C1orf105,0.6359544269745045,-0.008038025902877,4.0,,,,,,
C1orf106,0.06941799298352772,-0.019318561202185825,3.0,,,,,,
C1orf109,0.711955106571037,0.029290292307692277,1.0,,,,,,
C1orf110,0.8389194668697114,0.010293508341066019,2.0,,,,,,
C1orf111,0.7985555128043841,-0.018326610526315793,2.0,,,,,,
C1orf112,0.7011318341014235,-0.0019768663569002735,4.0,,,,,,
C1orf115,0.9089190824416786,0.008984874707551313,4.0,,,,,,
C1orf116,0.8386574761683862,0.01317465683671093,3.0,,,,,,
C1orf122,0.2795099325891467,0.031177942856083135,4.0,,,,,,
C1orf123,0.7549191042003166,0.00029196280400412477,4.0,,,,,,
C1orf127,0.8985048343987886,-0.0025217010878935213,4.0,,,,,,
C1orf131,0.8221119488451961,0.01720880446533487,2.0,,,,,,
C1orf137,0.8071161104294116,-0.009351171557874731,4.0,,,,,,
C1orf141,0.9808163285445443,0.009829859462492947,4.0,,,,,,
C1orf146,0.10616990314214589,-0.026421162997614385,4.0,,,,,,
C1orf158,0.19665385753066333,-0.01819102804244412,4.0,,,,,,
C1orf159,0.8271368187578481,0.0004532809730157378,4.0,,,,,,
C1orf162,0.27876201819184776,-0.0015979653570710973,4.0,,,,,,
C1orf167,0.40653695618534075,0.017644862340833723,4.0,,,,,,
C1orf168,0.20383831540390307,0.029973371178955228,3.0,,,,,,
C1orf174,0.12982534583687289,0.03552703048231154,4.0,0.5576080078030987,0.008460743941970671,5.0,0.9576380270458564,0.001656227398679326,5.0
C1orf177,0.6142630734614236,0.0032521968645016696,2.0,,,,,,
C1orf185,0.46308901167533495,0.008884438186128937,4.0,,,,,,
C1orf186,0.5162680205145116,-0.002681281550588762,4.0,,,,,,
C1orf189,0.5741214926392253,-0.0068112759106276595,3.0,,,,,,
C1orf194,0.1818018334361359,-0.0405970159420068,4.0,,,,,,
C1orf195,0.7324873731175388,-0.0027651217827796976,4.0,,,,,,
C1orf198,0.9881333371175419,-0.003864623552703042,4.0,,,,,,
C1orf204,0.0,0.026008020395612695,4.0,,,,,,
C1orf21,0.7869604505699651,0.00977793084893009,4.0,,,,,,
C1orf210,0.33212242325485225,-0.00024148963585437187,4.0,,,,,,
C1orf216,0.8004443776384348,0.00959782321428566,4.0,,,,,,
C1orf220,0.894155324539902,0.012030661313096934,3.0,,,,,,
C1orf226,0.7804150397404681,-0.005738199364356605,4.0,,,,,,
C1orf228,0.058607349826815855,0.014889638672404759,3.0,,,,,,
C1orf229,0.16282083925699387,-0.03322021788841248,4.0,,,,,,
C1orf232,0.10905431359590821,0.038139995527844965,4.0,,,,,,
C1orf233,0.6551356109464876,0.03466441818181812,1.0,,,,,,
C1orf234,0.8016518017338038,-0.00109062993979439,4.0,,,,,,
C1orf27,0.507505962218933,-0.0033288811711586225,4.0,,,,,,
C1orf35,0.6079859189131036,-0.015731160820424566,4.0,,,,,,
C1orf43,0.2968841485208351,0.015543055307844517,4.0,,,,,,
C1orf50,0.601633088497979,-0.012644704902418829,4.0,,,,,,
C1orf52,0.7149120746506892,0.013632170236526674,3.0,,,,,,
C1orf53,0.13242699600898084,0.019442010695161972,4.0,,,,,,
C1orf54,0.8398464241303102,0.008755826370105146,4.0,,,,,,
C1orf56,0.532417137522534,-0.016524670310549047,3.0,,,,,,
C1orf61,0.7698727765227393,0.009744466192853674,4.0,,,,,,
C1orf64,0.5912261318593548,-0.016955993549108428,2.0,,,,,,
C1orf68,0.2644968061169461,-0.01334190810283629,4.0,,,,,,
C1orf74,0.33720488013972594,0.0005891037393161887,4.0,,,,,,
C1orf87,0.813043940747227,0.0007000654062625277,4.0,,,,,,
C1orf94,0.7528659151530099,-0.008060140921425853,4.0,,,,,,
C1orf95,0.31404260257998307,0.027732673163593784,2.0,,,,,,
C2,0.5809692542160962,0.004445883403680908,4.0,,,,,,
C20orf141,0.6920691458762062,-0.009778065731210539,4.0,,,,,,
C20orf144,0.8579867674313639,-0.014096819761885976,3.0,,,,,,
C20orf173,0.620116668556419,-0.004448311680911722,3.0,,,,,,
C20orf194,0.9584757560790585,0.008245213468881874,4.0,,,,,,
C20orf195,0.5854183157142588,-0.025358817910447723,2.0,,,,,,
C20orf196,0.8431497768042066,-0.012607941269346064,4.0,,,,,,
C20orf197,0.7257589174481061,-0.014983504384337511,4.0,,,,,,
C20orf202,0.6221309197007191,0.009674830956783766,4.0,,,,,,
C20orf203,0.9063850566075594,0.01267212736760954,3.0,,,,,,
C20orf204,0.28192942232260987,0.014985773659039022,4.0,,,,,,
C20orf24,0.24932801471008154,-0.0236262827066442,4.0,,,,,,
C20orf27,0.2117427429262133,-0.021922134903305756,4.0,,,,,,
C20orf62,0.46325558968899055,0.02045091610194818,4.0,,,,,,
C20orf78,0.2918045593277413,-0.006827575829779433,4.0,,,,,,
C20orf85,0.9720140947420515,-0.004649408656305379,4.0,,,,,,
C20orf96,0.8692489447002087,-0.005958637665630397,4.0,,,,,,
C21orf140,0.913398635653171,0.009185504876246413,4.0,,,,,,
C21orf2,0.5990709484095563,-0.01682223662773465,4.0,,,,,,
C21orf33,0.8974045612861677,-0.005657690706994423,4.0,,,,,,
C21orf58,0.41032456361628616,-0.030701157727944905,3.0,,,,,,
C21orf59,0.8953593778795598,0.007038155555555505,2.0,,,,,,
C21orf59-TCP10L,0.2455199652452149,0.07614926666666663,1.0,,,,,,
C21orf62,0.9999609662013275,0.002008526370544459,4.0,,,,,,
C21orf91,0.4130257715838787,0.0005838940573663649,4.0,,,,,,
C22orf15,0.5464723000416398,-0.0004931905331457495,4.0,,,,,,
C22orf23,0.05552962455769799,-0.03624862662110974,4.0,,,,,,
C22orf24,0.7241266195414094,0.0005688687115875243,4.0,,,,,,
C22orf29,0.9783561131589329,-0.00530613482540247,4.0,,,,,,
C22orf31,0.42645799965449943,0.007987356273138577,4.0,,,,,,
C22orf34,0.8643185326175086,0.0029677303035118147,4.0,,,,,,
C22orf39,0.5897365756230935,-0.018203618905472695,4.0,,,,,,
C22orf42,0.7923261686500872,-0.003856658780435315,2.0,,,,,,
C22orf46,0.04292878456115517,0.009994737938375171,3.0,0.9292183509840586,-0.006607201475318337,6.0,0.27813253843652386,0.00031883778117986795,6.0
C2CD2,0.8864239142043201,-0.0006383364534836371,4.0,,,,,,
C2CD2L,0.5822017029804842,-0.008873542722922605,4.0,,,,,,
C2CD3,0.35512677277853233,-0.028388758330069805,4.0,,,,,,
C2CD4A,0.27131313195435386,-0.0005387430061608604,4.0,,,,,,
C2CD4B,0.674054319245156,0.01960640568139594,4.0,,,,,,
C2CD4C,0.056960216377730806,0.005964621835321695,4.0,,,,,,
C2CD4D,0.29845387891500413,0.0346912968132056,3.0,,,,,,
C2CD5,0.05045781014364109,-0.04905629298288715,4.0,,,,,,
C2CD6,0.13242699600898084,-0.04694387058823537,2.0,,,,,,
C2orf15,0.7447307442116937,-0.008104888082693606,4.0,,,,,,
C2orf16,0.745520266562709,-0.007698261460717023,4.0,,,,,,
C2orf27A,0.5551627112550824,-0.008919039344262346,2.0,,,,,,
C2orf27B,0.8969979969563812,-0.005803114285714372,1.0,,,,,,
C2orf40,0.5638086020727221,-0.030362773206029,3.0,,,,,,
C2orf42,0.6705112150696693,-0.020563835599568373,4.0,,,,,,
C2orf44,0.7255610855669972,0.009293344810744775,2.0,,,,,,
C2orf47,0.9627390431879677,0.0019584279380127764,3.0,,,,,,
C2orf48,0.8558407319936728,-0.006432676802377087,4.0,,,,,,
C2orf49,0.6737797360768,-0.01168923572336645,4.0,,,,,,
C2orf50,0.48649948063372256,-0.0312987229743284,4.0,,,,,,
C2orf54,0.8812545872740852,0.00022627226184195767,4.0,,,,,,
C2orf57,0.9978685367024636,0.0012246666133148576,4.0,,,,,,
C2orf61,0.6512695575996494,0.02448260000000002,1.0,,,,,,
C2orf66,0.39603139874243937,0.024821222756385868,4.0,,,,,,
C2orf68,0.058607349826815855,-0.02181083012982459,3.0,,,,,,
C2orf69,0.33138239980324136,-0.018524177968036584,4.0,,,,,,
C2orf70,0.63582419101432,-0.008740607951468828,4.0,,,,,,
C2orf71,0.05928447858366746,-0.02163195853093712,4.0,,,,,,
C2orf72,0.9649114024881876,0.006772374676284821,4.0,,,,,,
C2orf73,0.35170230954853965,-0.017363919282604258,4.0,,,,,,
C2orf74,0.9079709994526096,-0.0077485464231680755,4.0,,,,,,
C2orf76,0.20896812218478145,-0.022887499991067747,4.0,,,,,,
C2orf78,0.05360174708229348,0.0199419855218855,4.0,,,,,,
C2orf80,0.39610677481767576,-0.024047540225397603,4.0,,,,,,
C2orf81,0.45950466826005,-0.0050054941495827525,4.0,,,,,,
C2orf82,0.811069741518638,-0.015273564887743882,2.0,,,,,,
C2orf83,0.5843627693479018,-0.014616496348986482,4.0,,,,,,
C2orf88,0.8588248764744317,-0.010600095082695118,4.0,,,,,,
C2orf91,0.7766188027223233,-0.005675357198206465,4.0,,,,,,
C2orf92,0.8049399936786958,-0.008918376578515215,4.0,,,,,,
C3,0.6131455132148157,0.023789844991105705,4.0,,,,,,
C3AR1,0.41703500534947535,-0.025751313215895837,4.0,,,,,,
C3orf14,0.7778148453161072,9.208229352396496e-05,4.0,,,,,,
C3orf18,0.6824525712801016,-0.0006964364406396271,4.0,,,,,,
C3orf20,0.8886811510458801,0.002414137408876573,4.0,,,,,,
C3orf22,0.8813744859763861,0.0031585667269457642,4.0,,,,,,
C3orf30,0.5706049214531361,-0.0007701228540608653,4.0,,,,,,
C3orf33,0.5906347738763924,-0.0007634708506850801,3.0,,,,,,
C3orf35,0.5310176438746008,-0.007195553324302634,3.0,,,,,,
C3orf36,0.5745114006819927,0.006005631739449221,4.0,,,,,,
C3orf38,0.9658719077535881,0.007757455001531611,4.0,,,,,,
C3orf49,0.5413085999429088,-0.01041985287304116,4.0,,,,,,
C3orf52,0.9298711027876413,-0.003401422225777142,4.0,,,,,,
C3orf56,0.4103662391481857,0.015600914305247182,4.0,,,,,,
C3orf58,0.039802709565543666,-0.040333609878662094,4.0,,,,,,
C3orf62,0.5569782551419373,-0.02802154330257591,4.0,,,,,,
C3orf67,0.7913911513413748,-0.008163766301872318,4.0,,,,,,
C3orf70,0.9219537233124934,-0.008410269915032263,4.0,,,,,,
C3orf79,0.06272924008802218,-0.02942793130641278,4.0,,,,,,
C3orf80,0.16597365237025968,-0.0008340095197577248,4.0,,,,,,
C3orf84,0.48978272746805124,-0.029267225488976457,4.0,,,,,,
C3orf85,0.4437760972018364,-0.02459655081238537,4.0,,,,,,
C4A,0.029451629174879965,0.03272299236988971,4.0,0.9594126095703748,0.0027302382287642,6.0,0.20987708258818824,0.013001339523238778,5.0
C4B,0.8129319033823689,0.013849854942359156,4.0,,,,,,
C4BPA,0.0,-0.03046329093702001,4.0,0.5576080078030987,-0.01168659648175833,6.0,0.5250030419947721,0.000576032993938483,6.0
C4BPB,0.6294928096592776,0.015694960773067132,3.0,,,,,,
C4orf17,0.5180396729204467,-0.001328106292194626,4.0,,,,,,
C4orf19,0.7997967206907355,0.0012212563645091034,4.0,,,,,,
C4orf22,0.5192065161844828,-0.01659347271400375,4.0,,,,,,
C4orf26,0.881725082681248,-0.0010903986840861755,4.0,,,,,,
C4orf27,0.9722807057503714,-0.0044313845661585125,2.0,,,,,,
C4orf29,0.3403779877450185,-0.009166593548387017,2.0,,,,,,
C4orf3,0.7990681335526177,-0.019582261676848164,4.0,,,,,,
C4orf32,0.5308709909397047,-0.02620913229620099,4.0,,,,,,
C4orf33,0.37761731979234264,-0.026067730441480506,4.0,,,,,,
C4orf36,0.9347659092272445,0.0021624356856296393,5.0,,,,,,
C4orf45,0.7744191192468214,-0.011421801802955878,4.0,,,,,,
C4orf46,0.5999853185449077,-0.02025404114467155,4.0,,,,,,
C4orf47,0.7947926481786313,0.0023773076283817402,4.0,,,,,,
C4orf48,0.26494542289204426,-0.016492262197423255,4.0,,,,,,
C4orf50,0.4752110695685582,0.005904834725908439,4.0,,,,,,
C4orf51,0.03160454725917948,-0.04063407772239583,4.0,,,,,,
C4orf54,0.9345973425331527,-0.010394312019082261,4.0,,,,,,
C5,0.8026599740405891,-0.004322669143607405,4.0,,,,,,
C5AR1,0.3253250682327381,-0.027885924332810067,4.0,,,,,,
C5AR2,0.32095992331270773,-0.0028975783055098757,4.0,,,,,,
C5orf15,0.4228629710707974,-0.02190574816462735,4.0,,,,,,
C5orf17,0.8985048343987886,-0.010060031041524916,2.0,,,,,,
C5orf22,0.589001285969261,0.025442784900929938,3.0,,,,,,
C5orf24,0.5854275256416949,0.00801205574162676,4.0,,,,,,
C5orf28,0.2820576201553773,0.011451977020888763,3.0,,,,,,
C5orf30,0.6959235168186223,-0.016348143319291242,4.0,,,,,,
C5orf34,0.7474848283863975,-0.016813587106918274,3.0,,,,,,
C5orf38,0.9603302902624056,0.008812153475244909,4.0,,,,,,
C5orf42,0.8829399533572811,0.014309965728900236,2.0,,,,,,
C5orf46,0.9909842559806294,0.0004734060563082309,3.0,,,,,,
C5orf47,0.6532156136266735,-0.012178252014569534,4.0,,,,,,
C5orf49,0.388942158263101,-0.005505637447730499,3.0,,,,,,
C5orf51,0.443535652675523,0.001142694115163935,4.0,,,,,,
C5orf52,0.518852803038741,-0.01170493157392035,4.0,,,,,,
C5orf56,0.18566518860282313,0.003723227221037625,4.0,,,,,,
C5orf58,0.8533728032339285,-0.005568669005804242,4.0,,,,,,
C5orf60,0.6393448316700769,-0.005883757872264949,4.0,,,,,,
C5orf63,0.7050847098800652,0.016289221949479044,4.0,,,,,,
C5orf64,0.39078547867573693,0.02411397350178167,3.0,,,,,,
C5orf66,0.798387985129031,-0.0007215416566627164,4.0,,,,,,
C5orf67,0.992919307055685,-0.0009394337287966681,4.0,,,,,,
C6,0.5044745552599599,-0.0049548768727306815,4.0,,,,,,
C6orf10,0.8336673724161743,-0.015721515319102847,4.0,,,,,,
C6orf106,0.6115988023042743,-0.006954567522050738,4.0,,,,,,
C6orf118,0.5043076036919737,0.0056051490196077774,3.0,,,,,,
C6orf120,0.8193451449152168,-0.004747553963486725,4.0,,,,,,
C6orf132,0.5478400861163745,-0.009590790792145042,4.0,,,,,,
C6orf136,0.9319104857893605,0.0005701114809763034,4.0,,,,,,
C6orf141,0.3133097416495948,-0.007081110771019017,4.0,,,,,,
C6orf15,0.8761251986043791,0.00041353591755480474,4.0,,,,,,
C6orf163,0.046850063763205135,-0.0171670702291405,4.0,,,,,,
C6orf165,0.41606399271628713,-0.04210470158730155,1.0,,,,,,
C6orf201,0.666025681523696,-0.008511500541440602,4.0,,,,,,
C6orf203,0.9947138647909903,0.0038671627136101353,4.0,,,,,,
C6orf222,0.8549418476346292,0.008800260919142591,4.0,,,,,,
C6orf223,0.26640265690821885,0.027987027693208398,4.0,,,,,,
C6orf226,0.39536635952103494,0.01342120927034657,3.0,,,,,,
C6orf229,0.8703214649172951,0.0011289629943502279,2.0,,,,,,
C6orf25,0.46350787885781114,-0.001865715057706753,4.0,,,,,,
C6orf47,0.8564174632132218,-0.011596162888133999,4.0,,,,,,
C6orf48,0.17785741734127203,-0.03544418487808597,4.0,,,,,,
C6orf52,0.8178424805567256,-0.007115879427559009,4.0,,,,,,
C6orf58,0.565660466046435,-0.013955030253779924,4.0,,,,,,
C6orf62,0.0,-0.03729263907870025,4.0,0.1768521417950346,0.0013629875592926649,6.0,0.45239410069806013,0.012472844323823689,6.0
C6orf7,0.4901950766610907,0.006455036608213757,4.0,,,,,,
C6orf89,0.9559201202402008,-0.00867622643656871,4.0,,,,,,
C6orf99,0.6683803374107627,-0.009607164142851243,4.0,,,,,,
C7,0.8171557172058875,-0.009137949229882784,4.0,,,,,,
C7orf25,0.5822112221663449,0.011151532882438541,4.0,,,,,,
C7orf31,0.736097843720664,-0.01612617972432618,4.0,,,,,,
C7orf33,0.9955644788278977,0.001469651490467842,4.0,,,,,,
C7orf34,0.9938727935564038,0.0004719881322452127,3.0,,,,,,
C7orf43,0.5062572300597442,-0.0027034670194003483,3.0,,,,,,
C7orf49,0.9741807637556156,-0.0015459516283766195,4.0,,,,,,
C7orf50,0.8987343942078555,0.013828423911614098,4.0,,,,,,
C7orf55,0.8362871309329459,0.014983138804110207,3.0,,,,,,
C7orf55-LUC7L2,0.41422787444842357,-0.0211984207336523,2.0,,,,,,
C7orf57,0.46299312238979795,0.0015309919014249319,4.0,,,,,,
C7orf60,0.1898438805176913,-0.06359516162790703,2.0,,,,,,
C7orf61,0.5224278587409228,0.008958384259768826,2.0,,,,,,
C7orf62,0.2499803649735747,-0.04688829797585268,3.0,,,,,,
C7orf65,0.6031872189801971,-0.004525702344379435,4.0,,,,,,
C7orf66,0.7879639262965004,0.0017657265869870683,4.0,,,,,,
C7orf69,0.267202333527714,0.014120632795912873,4.0,,,,,,
C7orf71,0.2610420556749706,0.006945010352973698,4.0,,,,,,
C7orf72,0.8713674645472042,0.01007341196581193,2.0,,,,,,
C7orf73,0.9140361456954714,-0.004046402145730112,4.0,,,,,,
C7orf76,0.24079709517065612,-0.009712796799674904,3.0,,,,,,
C7orf77,0.2773409359847518,0.012549260726187887,4.0,,,,,,
C8A,0.9426968671073136,0.003492073563518404,4.0,,,,,,
C8B,0.8770533409782993,-0.007950288577449697,4.0,,,,,,
C8G,0.5948444803690557,-0.013523017977528123,2.0,,,,,,
C8orf22,0.6501774423184918,0.0036699287138054755,4.0,,,,,,
C8orf31,0.218990858981733,0.007501937472867146,4.0,,,,,,
C8orf33,0.394272203706462,-0.03697161686746991,2.0,,,,,,
C8orf34,0.8785180717300332,-0.00633672424823866,4.0,,,,,,
C8orf37,0.4001472184667247,-0.01955287943567676,4.0,,,,,,
C8orf4,0.11805898028617584,0.01057117725987338,4.0,,,,,,
C8orf44,0.36663055356375657,-0.005342356327765592,3.0,,,,,,
C8orf44-SGK3,0.48523927500325986,-0.003765379920021618,4.0,,,,,,
C8orf46,0.42244764791637285,0.0011962455596822737,3.0,,,,,,
C8orf48,0.9585915225765766,0.005089458234319128,4.0,,,,,,
C8orf49,0.4389440123261886,-0.007478479756596123,4.0,,,,,,
C8orf58,0.4484853765575652,0.017951446000586707,4.0,,,,,,
C8orf59,0.7832840783761963,-0.017048761273419005,3.0,,,,,,
C8orf74,0.7147358080177739,0.009024312737726628,4.0,,,,,,
C8orf76,0.34694779299272677,-0.038829094009814956,3.0,,,,,,
C8orf82,0.8787775320213697,0.007955351186595737,3.0,,,,,,
C8orf86,0.2588136193821281,-0.018462335307657552,3.0,,,,,,
C8orf87,0.5516227792091071,-0.01559619470379475,4.0,,,,,,
C8orf88,0.3096494419388794,-0.011108004803711847,4.0,,,,,,
C8orf89,0.7029133834664332,-0.005880086181778699,3.0,,,,,,
C9,0.37744656952131067,-0.03613489827925498,4.0,,,,,,
C9orf106,0.97426158891298,0.007314007722712021,4.0,,,,,,
C9orf114,0.7765230287697181,-0.02119921818181818,1.0,,,,,,
C9orf116,0.1308710526641575,-0.03993182070474332,3.0,,,,,,
C9orf117,0.4128206975023525,-0.02500176587517558,3.0,,,,,,
C9orf129,0.7505998056675466,0.010235333162141516,4.0,,,,,,
C9orf131,0.5394112578859526,-0.02235334463483227,4.0,,,,,,
C9orf135,0.6239326577162272,-0.008313512662514668,3.0,,,,,,
C9orf139,0.8864239142043201,-0.010249365844821038,3.0,,,,,,
C9orf142,0.5311069685705881,0.010811774093879968,3.0,,,,,,
C9orf147,0.8615970332419037,0.012745604913401985,4.0,,,,,,
C9orf152,0.8633870644143039,0.005487361441788567,4.0,,,,,,
C9orf153,0.38959628295925397,-0.00850988239327797,4.0,,,,,,
C9orf156,0.4108459048555704,-0.023909641016578356,3.0,,,,,,
C9orf16,0.4285036496350363,-0.014629606915077335,3.0,,,,,,
C9orf163,0.6897058819261586,-0.01722384999107998,3.0,,,,,,
C9orf170,0.7493166905960397,-0.006248600553086943,4.0,,,,,,
C9orf171,0.35500419285663254,-0.026803882822891586,3.0,,,,,,
C9orf172,0.9096600914417721,-0.010888303773468954,4.0,,,,,,
C9orf173,0.5709598050606324,0.003443410312127184,3.0,,,,,,
C9orf24,0.573304354195119,0.019646241228147353,4.0,,,,,,
C9orf3,0.8806114092617533,-0.01282097364571473,4.0,,,,,,
C9orf40,0.9682764358927413,-0.0023799510850293225,3.0,,,,,,
C9orf43,0.5308709909397047,-0.02637771606681993,4.0,,,,,,
C9orf47,0.610334805337048,0.011651966842558262,4.0,,,,,,
C9orf50,0.6855707322492116,-0.025979481128747827,2.0,,,,,,
C9orf57,0.14866748469505342,-0.004657522325165188,4.0,,,,,,
C9orf62,0.9206674138596228,0.009244096995936087,4.0,,,,,,
C9orf64,0.40831006816632204,-0.034149463901463416,4.0,,,,,,
C9orf66,0.6808643772339372,0.003322586402486339,4.0,,,,,,
C9orf69,0.9053165816147217,-0.006822021045154091,3.0,,,,,,
C9orf72,0.19484933866127288,0.01986510122928149,3.0,,,,,,
C9orf78,0.46250704746757937,-0.009309066666666728,2.0,,,,,,
C9orf84,0.9056783089745606,0.00934165342217285,4.0,,,,,,
C9orf85,0.41571964608063305,0.0008676463557008498,4.0,,,,,,
