gene_symbol,fdr_bh_adj_p_primary,mean_transloc_primary,n_sg_primary,fdr_bh_adj_p_secondary_reporter,mean_transloc_secondary_reporter,n_sg_secondary_reporter,fdr_bh_adj_p_secondary_antibody,mean_transloc_secondary_antibody,n_sg_secondary_antibody
OR1N1,0.9954223149956993,0.004397832576244504,4.0,,,,,,
OR1N2,0.9000340295958142,-0.0014853574381587,4.0,,,,,,
OR1Q1,0.42217631816720724,-0.026091701124426166,4.0,,,,,,
OR1S1,0.15083224983907123,-0.01970852803224056,4.0,,,,,,
OR1S2,0.683156035312505,-0.010675230632276583,4.0,,,,,,
OR2A1,0.8766434571426878,0.015132953393321977,4.0,,,,,,
OR2A12,0.8588248764744317,-0.004095897525865991,4.0,,,,,,
OR2A14,0.086860502219602,-0.033717497427438556,3.0,,,,,,
OR2A2,0.7501194272332519,-0.010221700255870747,4.0,,,,,,
OR2A25,0.2649789374979185,0.010728690530280617,4.0,,,,,,
OR2A4,0.0826592358788992,0.023644932454964237,3.0,,,,,,
OR2A42,0.22317036774609597,0.019682436247630317,4.0,,,,,,
OR2A5,0.5110700142083595,-0.0021658997409208388,4.0,,,,,,
OR2A7,0.922721547863833,-0.0017729497531596534,4.0,,,,,,
OR2AE1,0.6793143965316689,-0.0026830529516994805,4.0,,,,,,
OR2AG1,0.5911064427383784,-0.01580535746215963,4.0,,,,,,
OR2AG2,0.9656522147285231,0.0015736789552812035,4.0,,,,,,
OR2AJ1,0.19880537312643193,-0.0425836545423575,4.0,,,,,,
OR2AK2,0.7425146359307708,-0.004829697172215896,4.0,,,,,,
OR2AP1,0.7102934278058244,-0.010413233333333353,3.0,,,,,,
OR2AT4,0.9380959430698677,0.004596590367669847,4.0,,,,,,
OR2B11,0.985273156545313,0.007220442218219512,4.0,,,,,,
OR2B2,0.9910775348519127,-0.000993316179922681,4.0,,,,,,
OR2B3,0.589001285969261,-0.02033228898776448,4.0,,,,,,
OR2B6,0.939445898023711,-0.010453353666216868,4.0,,,,,,
OR2C1,0.5626525622772148,-0.023377259859859972,2.0,,,,,,
OR2C3,0.6686163599706262,-0.009465329746611285,4.0,,,,,,
OR2D2,0.48224488981084707,0.002597195793460858,4.0,,,,,,
OR2D3,0.6182403069837716,0.016299260943706147,3.0,,,,,,
OR2F1,0.6698205445772245,-0.0025177205513483934,3.0,,,,,,
OR2F2,0.43306216423532373,-0.0034534045588917057,4.0,,,,,,
OR2G2,0.18618724608733517,-0.01604211057095338,4.0,,,,,,
OR2G3,0.8972842620279328,-0.0023482636991535083,4.0,,,,,,
OR2G6,0.439043868650128,-0.03588169964566169,3.0,,,,,,
OR2H1,0.5093717577102479,-0.023370580991951186,4.0,,,,,,
OR2H2,0.1691250542495061,0.013945022150207707,4.0,,,,,,
OR2J1,0.8296969421587547,0.0026074090886617,4.0,,,,,,
OR2J2,0.3356011693273221,0.011059184200719425,4.0,,,,,,
OR2J3,0.894155324539902,-0.0048283282294651515,4.0,,,,,,
OR2K2,0.9665824603556685,-0.0077918258662369585,4.0,,,,,,
OR2L13,0.13636157905863958,0.006889880090526457,4.0,,,,,,
OR2L2,0.9377730005110994,0.0008999711482094381,4.0,,,,,,
OR2L3,0.019858502525518608,-0.056747805623788006,4.0,,,,,,
OR2L5,0.6191311880577994,0.020894879127976024,4.0,,,,,,
OR2L8,0.8652492714503989,0.0009570305467221837,3.0,,,,,,
OR2M2,0.3329150574282281,0.035379053175864934,3.0,,,,,,
OR2M3,0.12745820023479953,-0.024318359835492853,4.0,,,,,,
OR2M4,0.9588433693017674,-0.001223975937858395,3.0,,,,,,
OR2M5,0.9858867489879225,-0.00029364100865418834,4.0,,,,,,
OR2M7,0.32695469575934155,0.009816119954902766,4.0,,,,,,
OR2S2,0.16095131750982167,-0.027540022289088247,4.0,,,,,,
OR2T1,0.15207562518028117,0.02603619950085512,4.0,,,,,,
OR2T10,0.5627501725690296,0.017789334919200983,3.0,,,,,,
OR2T11,0.9180542122115491,-0.010623785281385321,4.0,,,,,,
OR2T12,0.3910399342437888,0.021537797406759856,4.0,,,,,,
OR2T2,0.497694409192247,-0.015794994836670212,4.0,,,,,,
OR2T27,0.7519271594956463,0.00711603811559574,3.0,,,,,,
OR2T29,0.28737209457745555,-0.02364994821634951,4.0,,,,,,
OR2T3,0.027805019870918712,0.015818200262093806,4.0,,,,,,
OR2T33,0.9450090179213689,0.01338935034553749,4.0,,,,,,
OR2T34,0.894010677515873,-0.010076768580682323,4.0,,,,,,
OR2T35,0.770147685938833,0.006672204549755034,3.0,,,,,,
OR2T4,0.22230856714287509,0.009637611743744785,4.0,,,,,,
OR2T5,0.8429138670589341,-0.014962825310052353,4.0,,,,,,
OR2T6,0.9981488356341897,0.0006438076762279591,4.0,,,,,,
OR2T7,0.5199594276050981,0.015370628646024584,3.0,,,,,,
OR2T8,0.8588248764744317,-0.006911922612962926,4.0,,,,,,
OR2V1,0.9909025108269071,0.00086173029300201,4.0,,,,,,
OR2V2,0.7838352658894646,-0.0033841823404665897,3.0,,,,,,
OR2W1,0.6575642604208616,-0.018403581096838113,4.0,,,,,,
OR2W3,0.32643799049174876,-0.042821212877700986,3.0,,,,,,
OR2W5,0.6633479047688221,0.011672637740037678,4.0,,,,,,
OR2Y1,0.7360819949960368,0.0003299913372709056,4.0,,,,,,
OR2Z1,0.5919325612296066,0.018672529221739953,4.0,,,,,,
OR3A1,0.8812545872740852,0.008998379155868916,4.0,,,,,,
OR3A2,0.21956130415416253,-0.013010754446479464,4.0,,,,,,
OR3A3,0.8328104537239935,-0.004049908380022437,4.0,,,,,,
OR4A15,0.8813744859763861,0.01781120948486818,3.0,,,,,,
OR4A16,0.735609741697417,-0.008189156483902636,4.0,,,,,,
OR4A47,0.7923995991075095,0.016935443365642476,4.0,,,,,,
OR4A5,0.6773132464188115,0.01040193864106002,4.0,,,,,,
OR4B1,0.8744094463809885,-0.011906040873015883,4.0,,,,,,
OR4C11,0.9098945594478952,-0.002106166795008836,4.0,,,,,,
OR4C12,0.6576746176990694,0.00601172621359219,3.0,,,,,,
OR4C13,0.14721693699380944,0.024072672150072066,3.0,,,,,,
OR4C15,0.9874089126559714,-0.004179676862580279,4.0,,,,,,
OR4C16,0.5627501725690296,0.004224342333614954,4.0,,,,,,
OR4C3,0.6097693885739244,-0.029586478511849642,4.0,,,,,,
OR4C45,0.20234641474975895,-0.027546884463276883,4.0,,,,,,
OR4C46,0.5637501045587621,0.004188938963805749,4.0,,,,,,
OR4C5,0.6312209201412571,-0.008803667025636546,4.0,,,,,,
OR4C6,0.9243773630150123,-0.003200928518759477,2.0,,,,,,
OR4D1,0.6494256609963921,-0.016606112568938756,4.0,,,,,,
OR4D10,0.24949169237918264,-0.009382977564036518,4.0,,,,,,
OR4D11,0.5802942314440992,-0.0014028727248620572,4.0,,,,,,
OR4D2,0.8128553770383029,0.001960978628426705,4.0,,,,,,
OR4D5,0.6906314150231705,0.012397745825678343,4.0,,,,,,
OR4D6,0.47458475374029924,-0.012062828550208005,4.0,,,,,,
OR4D9,0.9559201202402008,-0.006501636581552915,2.0,,,,,,
OR4E1,0.7229059189961352,-0.004480785221131125,4.0,,,,,,
OR4E2,0.1947016129308067,-0.021820129054234267,4.0,,,,,,
OR4F15,0.3590906941121438,-0.013470996483769211,4.0,,,,,,
OR4F16,0.7134023365809644,-0.01577124615384619,2.0,,,,,,
OR4F21,0.8444057209190746,0.016128932607116887,3.0,,,,,,
OR4F29,0.770147685938833,-0.015742890196078455,2.0,,,,,,
OR4F3,0.9608632241231726,0.0014142123188405219,2.0,,,,,,
OR4F4,0.926045760412704,-0.01304580909090913,2.0,,,,,,
OR4F5,0.29895123211230346,0.029275693607305905,2.0,,,,,,
OR4F6,0.5944131140882859,-0.002631045875184186,4.0,,,,,,
OR4K1,0.5498207156177872,-0.01704582985535106,4.0,,,,,,
OR4K13,0.17224202398508617,-0.013822497830319275,4.0,,,,,,
OR4K14,0.6988111991627606,-0.0049042979932241385,4.0,,,,,,
OR4K15,0.04853682761499966,-0.031078521167496605,4.0,,,,,,
OR4K17,0.5937240463790043,-0.012019103790008541,4.0,,,,,,
OR4K2,0.6398615796986434,0.00361063136931339,4.0,,,,,,
OR4K3,0.3175678665611116,0.024143086098133516,4.0,,,,,,
OR4K5,0.12258231108301601,0.0297089972436386,4.0,,,,,,
OR4L1,0.6488648989793377,0.0035906509918501636,4.0,,,,,,
OR4M1,0.1843739935106738,0.0050485191205454924,4.0,,,,,,
OR4M2,0.09897636286837468,-0.04237059493590757,4.0,,,,,,
OR4N2,0.8182221784555186,-0.006801684076392055,4.0,,,,,,
OR4N4,0.9159666115260588,0.00298108733914326,4.0,,,,,,
OR4N5,0.7398926999361869,-0.00539216808905381,3.0,,,,,,
OR4P4,0.7065020953630122,0.0017140256512697943,4.0,,,,,,
OR4Q2,0.5128354515790491,0.012476447908841868,4.0,,,,,,
OR4Q3,0.07717789095122558,-0.007958128214531669,3.0,,,,,,
OR4S1,0.6985986240069053,-0.02799876043045725,4.0,,,,,,
OR4S2,0.5169575715029497,-0.015169229268292762,4.0,,,,,,
OR4X1,0.35694033250061985,-0.0008044109766394978,4.0,,,,,,
OR4X2,0.8977638136511377,0.010494683718778883,3.0,,,,,,
OR51A2,0.9760840247937737,0.0026943374055654395,4.0,,,,,,
OR51A4,0.9399773512608492,0.004220545962083855,3.0,,,,,,
OR51A7,0.13500951388270274,-0.016989468078055736,4.0,,,,,,
OR51B2,0.5191269465082436,-0.026746264734299585,4.0,,,,,,
OR51B4,0.2752846190070433,-0.018906150686071883,4.0,,,,,,
OR51B5,0.41559493493936656,0.015426471513173307,3.0,,,,,,
OR51B6,0.6906314150231705,-0.014088462166125254,4.0,,,,,,
OR51D1,0.21144505569527286,-0.02180955995076212,4.0,,,,,,
OR51E1,0.717069784771577,-0.013065412251402132,3.0,,,,,,
OR51E2,0.4179012562268614,-0.02242863089595161,3.0,,,,,,
OR51F1,0.5900231568321975,-0.0214712685357184,4.0,,,,,,
OR51F2,0.5138297508133315,-0.03679066839826846,4.0,,,,,,
OR51G1,0.9652903976900901,-0.0015432978602329106,3.0,,,,,,
OR51G2,0.20142456113759813,-0.04361525964676144,4.0,,,,,,
OR51H1,0.9265174766407248,0.007715565590566577,4.0,,,,,,
OR51I1,0.2952052345646653,-0.026538385961958563,4.0,,,,,,
OR51I2,0.8673953668213534,-0.014102768552990088,4.0,,,,,,
OR51J1,0.9266319954908674,0.008073898615688819,2.0,,,,,,
OR51L1,0.9140361456954714,-0.005505358970551013,3.0,,,,,,
OR51M1,0.8820935786660128,0.01389197081475142,3.0,,,,,,
OR51Q1,0.682304591165291,-0.005517005088852315,4.0,,,,,,
OR51S1,0.6770958903546339,-0.0004414172074937821,4.0,,,,,,
OR51T1,0.45667884656998076,-0.021112458398159926,4.0,,,,,,
OR51V1,0.8530275729612605,0.015083821709221488,4.0,,,,,,
OR52A1,0.3945575761570914,-0.006441531749016267,4.0,,,,,,
OR52A5,0.6455948681351268,0.018788233315900647,4.0,,,,,,
OR52B2,0.6897058819261586,-0.010071299315477966,4.0,,,,,,
OR52B4,0.23125366861820443,-0.03974263731155298,4.0,,,,,,
OR52B6,0.5429791153158808,-0.017215444602097243,3.0,,,,,,
OR52D1,0.6336990483228272,-0.014917003607215259,4.0,,,,,,
OR52E1,0.7417984427657851,-0.013784206722689114,2.0,,,,,,
OR52E2,0.6180372522594078,-0.008217063139307023,4.0,,,,,,
OR52E4,0.26640265690821885,-0.051680328593138,4.0,,,,,,
OR52E5,0.8058227945557729,-0.012733533264882808,4.0,,,,,,
OR52E6,0.8034784001738375,0.0011806519372363374,4.0,,,,,,
OR52E8,0.679142903757216,0.0008216243676608913,4.0,,,,,,
OR52H1,0.08373108282193677,-0.04278655472446574,4.0,,,,,,
OR52I1,0.1856999490605466,-0.02734730287048085,4.0,,,,,,
OR52I2,0.9309768595842007,0.007651453734426881,4.0,,,,,,
OR52J3,0.09897636286837468,0.03208560783600348,4.0,,,,,,
OR52K1,0.8409931341605243,-0.010641795648670438,4.0,,,,,,
OR52K2,0.6245288322960987,0.015162937736188764,4.0,,,,,,
OR52L1,0.10392489339161233,-0.014629623046127969,4.0,,,,,,
OR52M1,0.9623155706567973,-0.0017069098045212772,3.0,,,,,,
OR52N1,0.8491105798700499,0.015020380934770376,4.0,,,,,,
OR52N2,0.46339906407515224,-0.014327061311684963,4.0,,,,,,
OR52N4,0.9196868733266397,0.004919188891643378,4.0,,,,,,
OR52N5,0.057458726541815476,-0.05385095987202464,4.0,,,,,,
OR52R1,0.9219643245880391,-0.011494473994715105,4.0,,,,,,
OR52W1,0.7535455261838243,0.0036441698267073827,3.0,,,,,,
OR52Z1,0.5753509908472679,-0.01819647283336457,4.0,,,,,,
OR56A1,0.9056783089745606,-0.007836404524886903,3.0,,,,,,
OR56A3,0.9662702021737616,0.005921380517727865,3.0,,,,,,
OR56A4,0.7480429874077292,-0.019128131373889322,3.0,,,,,,
OR56A5,0.8128750768283288,0.02194090127358068,4.0,,,,,,
OR56B1,0.5754722885139313,0.015161335818270625,3.0,,,,,,
OR56B4,0.2834471337474671,0.039360119433971046,3.0,,,,,,
OR5A1,0.6371915869663201,-0.020678284866767264,4.0,,,,,,
OR5A2,0.35176094280645703,0.005120814710382184,4.0,,,,,,
OR5AC2,0.6551112420662718,-0.00998417115711249,4.0,,,,,,
OR5AK2,0.593183751629894,0.008349699541094876,4.0,,,,,,
OR5AL1,0.6906314150231705,-0.007976531069701594,4.0,,,,,,
OR5AN1,0.5012308140607395,-0.010970326326159954,4.0,,,,,,
OR5AP2,0.2263861388279384,-0.038914609347254964,4.0,,,,,,
OR5AR1,0.10473044009737555,-0.009850276356945041,4.0,,,,,,
OR5AS1,0.7996204663141578,0.006515399174081638,4.0,,,,,,
OR5AU1,0.6500087760452528,0.01319611654684985,3.0,,,,,,
OR5B12,0.2662662261262972,-0.022120776215637076,4.0,,,,,,
OR5B17,0.7390626961644282,-0.005473113715595302,4.0,,,,,,
OR5B2,0.4038097430522365,-0.0018987174252357375,4.0,,,,,,
OR5B21,0.9821778339061672,-0.002486931904876736,4.0,,,,,,
OR5B3,0.4207524560014882,0.010133384379172196,4.0,,,,,,
OR5C1,0.5685625719430032,0.019539429026311502,4.0,,,,,,
OR5D13,0.20019466033370714,-0.007054929089382243,4.0,,,,,,
OR5D14,0.7943836548140164,-0.012163159967614662,4.0,,,,,,
OR5D16,0.742412717895358,0.0006708081717486363,4.0,,,,,,
OR5D18,0.9723115961659031,0.004237664469239226,4.0,,,,,,
OR5F1,0.5372299297029575,-0.0208261018035108,4.0,,,,,,
OR5H1,0.5359445637475426,-0.012477570053347072,4.0,,,,,,
OR5H14,0.43110902773916837,-0.005821661146622435,4.0,,,,,,
OR5H15,0.08874904118513406,-0.007539687023046188,4.0,,,,,,
OR5H2,0.5238709963584676,-0.008131955785432238,4.0,,,,,,
OR5H6,0.28429311607625796,-0.010071424101528653,4.0,,,,,,
OR5I1,0.8578824636408192,-0.012030037127360272,4.0,,,,,,
OR5J2,0.9726023965741866,0.00030587769595807803,4.0,,,,,,
OR5K1,0.16597365237025968,-0.032316098945981614,4.0,,,,,,
OR5K2,0.3034643905443306,-0.009305902596283083,4.0,,,,,,
OR5K3,0.7248424799074972,0.01464171382422342,4.0,,,,,,
OR5K4,0.5174860128360965,-0.022138878782518835,4.0,,,,,,
OR5L1,0.20275627707430016,-0.01531839390262922,4.0,,,,,,
OR5L2,0.012848665667944431,-0.03894289658022784,4.0,,,,,,
OR5M1,0.40595627851123567,0.014135655584798328,4.0,,,,,,
OR5M10,0.01702368618701793,-0.012017548482321169,4.0,0.6048535397276039,-0.017462885251664607,6.0,0.9090712913221848,-0.00041227948432687465,6.0
OR5M11,0.9722807057503714,0.004750414398486592,4.0,,,,,,
OR5M3,0.6336747429056034,-0.017646526607683642,4.0,,,,,,
OR5M8,0.6266320908572641,-0.0034483205710339245,4.0,,,,,,
OR5M9,0.18620531492705517,-0.013169968158651495,4.0,,,,,,
OR5P2,0.756258720080749,0.006342477694888623,4.0,,,,,,
OR5P3,0.4934405969399963,-0.0031046442874251966,4.0,,,,,,
OR5R1,0.6632386692745029,-0.013136561903863487,4.0,,,,,,
OR5T1,0.8940084473100902,-0.002449316575496979,4.0,,,,,,
OR5T2,0.9127709563923933,-0.005642137665041036,4.0,,,,,,
OR5T3,0.7599980738778412,-0.007892203980725147,4.0,,,,,,
OR5V1,0.589084620546881,-0.013526902222922008,4.0,,,,,,
OR5W2,0.6436919555826718,-0.003985514511986999,4.0,,,,,,
OR6A2,0.5252601033335732,-0.007063156706875004,4.0,,,,,,
OR6B1,0.19416850434144656,-0.0053204805058888515,4.0,,,,,,
OR6B2,0.23939395701712002,-0.00695983712858899,3.0,,,,,,
OR6B3,0.5437325233506928,0.015306477270302828,4.0,,,,,,
OR6C1,0.538302751650167,-0.007362105046197614,4.0,,,,,,
OR6C2,0.30672699437928996,-0.025198861662593736,3.0,,,,,,
OR6C3,0.5307625130694467,-0.015064793670111789,4.0,,,,,,
OR6C4,0.5285386958035626,-0.008506707681104418,4.0,,,,,,
OR6C6,0.9957483287399447,0.00016770161636127755,3.0,,,,,,
OR6C65,0.352384599804079,-0.005045763084999369,4.0,,,,,,
OR6C68,0.8721214418806741,-0.01317264453024453,4.0,,,,,,
OR6C70,0.8812545872740852,0.0037742268514094207,4.0,,,,,,
OR6C74,0.002414195945578758,-0.03283071916231203,4.0,0.7341177301762901,0.009280667079431882,6.0,0.6979226398908148,0.009839950144189957,6.0
OR6C75,0.5520313103610598,-0.017227650989320806,3.0,,,,,,
OR6C76,0.7177148082453672,0.015499152596209187,4.0,,,,,,
OR6F1,0.7603475816460307,-0.0025672774597577308,4.0,,,,,,
OR6J1,0.4244552215680195,-0.005929533387783294,4.0,,,,,,
OR6K2,0.8985048343987886,0.008389989452091125,4.0,,,,,,
OR6K3,0.3557696102381259,0.0029170793192284474,3.0,,,,,,
OR6K6,0.407329954435823,0.010586876966424337,4.0,,,,,,
OR6M1,0.3227950124023494,-0.01922508894073495,4.0,,,,,,
OR6N1,0.37388927147768514,-0.027973042568002152,3.0,,,,,,
OR6N2,0.22156979515366335,-0.014027886008811576,4.0,,,,,,
OR6P1,0.4758066690871234,-0.012058013125555858,4.0,,,,,,
OR6Q1,0.4858133234186139,-0.013807480883215158,4.0,,,,,,
OR6S1,0.8894353998496111,-0.01128478176974254,4.0,,,,,,
OR6T1,0.5149746665215603,0.00438518425756762,4.0,,,,,,
OR6V1,0.5224278587409228,-0.005098261814643988,3.0,,,,,,
OR6X1,0.44505115059848405,-0.012863511652852301,4.0,,,,,,
OR6Y1,0.7062952510282525,0.018586153218561507,4.0,,,,,,
OR7A10,0.41032456361628616,0.01334698561438557,2.0,,,,,,
OR7A17,0.8265959541481178,0.008256364459347682,3.0,,,,,,
OR7A5,0.3659871641837664,-0.0003036436454904659,4.0,,,,,,
OR7C1,0.5616103908957648,0.004367753711740627,4.0,,,,,,
OR7C2,0.6245288322960987,0.017620708575084985,4.0,,,,,,
OR7D2,0.2598725586370434,-0.027383694611092836,4.0,,,,,,
OR7D4,0.26640265690821885,-0.01600930786480633,4.0,,,,,,
OR7E24,0.21427490173202013,0.034920170303712035,2.0,,,,,,
OR7G1,0.47476068869418797,-0.013314714054803497,4.0,,,,,,
OR7G2,0.8694360525964632,-0.0004173233556299125,4.0,,,,,,
OR7G3,0.40751569034361795,0.022395888490180912,4.0,,,,,,
OR8A1,0.9778775833729572,-6.588226028917082e-05,4.0,,,,,,
OR8B12,0.7402415937626758,-0.01477591094551757,3.0,,,,,,
OR8B2,0.7413650377526658,-0.01493374103833539,4.0,,,,,,
OR8B3,0.493324386491846,-0.010479300858230161,4.0,,,,,,
OR8B4,0.0789063833646799,-0.02934208685631577,4.0,,,,,,
OR8B8,0.9639684378635464,0.0004582858349966336,4.0,,,,,,
OR8D1,0.9799589604375374,0.006117508173520054,4.0,,,,,,
OR8D2,0.7835260625401774,-0.0028983401934122733,4.0,,,,,,
OR8D4,0.5948949672343138,-0.009581252024815214,4.0,,,,,,
OR8G1,0.9285892103008528,-0.0018527300809033666,4.0,,,,,,
OR8G2,0.6018735694355952,-0.015127273606608425,4.0,,,,,,
OR8G5,0.38417100632592066,-0.019817581977899058,4.0,,,,,,
OR8H1,0.5310176438746008,0.002369269304495261,4.0,,,,,,
OR8H2,0.09081049370208422,-0.060888487031303784,3.0,,,,,,
OR8H3,0.7555157201989134,-0.0048396446050014575,4.0,,,,,,
OR8I2,0.3970687514130313,-0.018431144303614668,4.0,,,,,,
OR8J1,0.19171255688281114,-0.0033121615395852143,4.0,,,,,,
OR8J3,0.13935140688022812,-0.030264807395961095,4.0,,,,,,
OR8K1,0.6163091089051214,-0.02075674359202983,4.0,,,,,,
OR8K3,0.056275440495647935,-0.04343452299707951,4.0,,,,,,
OR8K5,0.6214167807232309,0.00953458994137076,4.0,,,,,,
OR8S1,0.8582106658397163,-0.017517247951241995,4.0,,,,,,
OR8U1,0.5206331454135202,0.008187252289432024,4.0,,,,,,
OR9A2,0.3920200102887853,0.006371500895541164,4.0,,,,,,
OR9A4,0.25628279890911426,-0.02289842319981112,4.0,,,,,,
OR9G1,0.8082327663526835,0.01731702028985502,4.0,,,,,,
OR9G4,0.9121893862284981,-0.01132511439430618,4.0,,,,,,
OR9I1,0.7092286444135975,-0.021222029593070405,4.0,,,,,,
OR9K2,0.5259541044287953,-0.0011262490514969323,4.0,,,,,,
OR9Q1,0.7713773698099535,-0.000505868845602467,4.0,,,,,,
OR9Q2,0.560140551240226,0.001735008424908352,4.0,,,,,,
ORAI1,0.5948444803690557,0.00796324041877593,4.0,,,,,,
ORAI2,0.23134795722767984,-0.005378192896931749,4.0,,,,,,
ORAI3,0.5179145504864909,-0.012376657174277335,4.0,,,,,,
ORC2,0.49648456595691054,-0.03578055789473685,1.0,,,,,,
ORC3,0.9949122888155595,-0.002017096417729217,2.0,,,,,,
ORC4,0.561812175307499,0.04260759999999999,1.0,,,,,,
ORC5,0.3407457920524078,-0.034573344055944165,1.0,,,,,,
ORC6,0.7635786516853932,0.014588982978723432,1.0,,,,,,
ORM1,0.11075632714958149,-0.01743376443191926,4.0,,,,,,
ORM2,0.9919435158116207,-0.006303229936979591,4.0,,,,,,
ORMDL1,0.7929444747932831,-0.021281780709839163,4.0,,,,,,
ORMDL2,0.640340143214596,0.004793317415541919,4.0,,,,,,
ORMDL3,0.4092636419318333,0.002808134809112169,4.0,,,,,,
OS9,0.8429969610968816,-0.01660963428280035,4.0,,,,,,
OSBP,0.15374574303004182,0.03354715602199634,3.0,,,,,,
OSBP2,0.522541585510075,-0.01723721266163681,4.0,,,,,,
OSBPL10,0.47049848750455325,0.021552746433632464,4.0,,,,,,
OSBPL11,0.6947008351737485,-0.009390085404121652,4.0,,,,,,
OSBPL1A,0.9164761756565476,0.0003522390098377789,4.0,,,,,,
OSBPL2,0.7011318341014235,-0.002451952073441026,3.0,,,,,,
OSBPL3,0.6145533518670121,-0.010771361317281257,4.0,,,,,,
OSBPL5,0.7025847932437996,0.019824191034395006,4.0,,,,,,
OSBPL6,0.9656351371087961,0.008762938951222916,4.0,,,,,,
OSBPL7,0.45950466826005,-0.034950704272013924,2.0,,,,,,
OSBPL8,0.4416978316876063,-0.02297669136174425,3.0,,,,,,
OSBPL9,0.2600638124916055,0.028935735892648817,3.0,,,,,,
OSCAR,0.31363556116233754,-0.03152126979621388,4.0,,,,,,
OSCP1,0.8675692728767391,-0.004330452780167257,3.0,,,,,,
OSER1,0.7888049579253421,-0.004931467374672073,4.0,,,,,,
OSGEPL1,0.24455770635116886,0.004071844851221466,4.0,,,,,,
OSGIN1,0.7164231185719429,0.0063509459014103545,4.0,,,,,,
OSGIN2,0.65927025106136,-0.012034297560187028,4.0,,,,,,
OSM,0.4394455761744252,-0.021859053680148906,4.0,,,,,,
OSMR,0.6686420029236719,-0.02014297702956094,4.0,,,,,,
OSR1,0.5948444803690557,0.0031771653860547455,4.0,,,,,,
OSR2,0.8847427184525223,-0.0007071429196839575,4.0,,,,,,
OST4,0.44627808203578473,-0.03663965978534775,3.0,,,,,,
OSTC,0.4207174948545612,0.014088375312409954,3.0,,,,,,
OSTF1,0.8643185326175086,-0.007850721906851335,3.0,,,,,,
OSTM1,0.0759319726546005,-0.005290347532825399,4.0,,,,,,
OSTN,0.7209675262098841,-0.004283149860280823,4.0,,,,,,
OTC,0.5252272535242327,-0.018082562896194247,4.0,,,,,,
OTOA,0.5617998654607732,0.00887940526290503,4.0,,,,,,
OTOF,0.6216388198619247,-0.023090660073260126,2.0,,,,,,
OTOG,0.8496363490666924,0.002708654368130008,4.0,,,,,,
OTOGL,0.14499278171418756,-0.01604970366389797,4.0,,,,,,
OTOL1,0.7075858638417184,-0.017201423238925276,4.0,,,,,,
OTOP1,0.3054141854926853,-0.01263524955154533,3.0,,,,,,
OTOP2,0.788403757889394,0.012482480554228343,3.0,,,,,,
OTOP3,0.4874876181969032,-0.021148092227333527,4.0,,,,,,
OTOR,0.03235093966831951,-0.04653445773310339,4.0,,,,,,
OTOS,0.6095055587736695,-0.008372941718555418,3.0,,,,,,
OTP,0.9808163285445443,0.005467282995767233,4.0,,,,,,
OTUB1,0.22487812327132262,-0.024557556061432662,3.0,,,,,,
OTUB2,0.6185145143282471,-0.006867738738626608,4.0,,,,,,
OTUD1,0.6920691458762062,0.0010624910004670214,4.0,,,,,,
OTUD3,0.5200435117899179,0.017112399496039255,4.0,,,,,,
OTUD4,0.6981550338241145,0.0012904541360153773,4.0,,,,,,
OTUD5,0.20535888913731093,-0.02508316845614282,4.0,,,,,,
OTUD6A,0.2234495217947095,-0.03065439534988383,4.0,,,,,,
OTUD6B,0.6114361163422287,-0.02687604067849362,4.0,,,,,,
OTUD7A,0.6229095896391833,-0.011235348717948757,3.0,,,,,,
OTUD7B,0.5619881314069195,-0.00841046156638281,4.0,,,,,,
OTULIN,0.7637569964651127,-0.0013693130487509118,4.0,,,,,,
OTULINL,0.4494981626675958,0.027207150898203566,1.0,,,,,,
OTX1,0.23526310307445275,-0.03893149417620357,3.0,,,,,,
OTX2,0.5243571400008016,-0.025514623979197442,3.0,,,,,,
OVCA2,0.6478393061882755,-0.01666739142791454,4.0,,,,,,
OVCH1,0.29181790570235633,-0.011994744877344933,4.0,,,,,,
OVCH2,0.24266157634522595,0.025631245799509594,4.0,,,,,,
OVGP1,0.5673223278543985,0.004587565895250586,4.0,,,,,,
OVOL1,0.7201793424448873,-0.009011324417068003,4.0,,,,,,
OVOL2,0.5660265188332864,-0.018753700291408104,4.0,,,,,,
OVOL3,0.5959007036415522,0.012642309843533301,4.0,,,,,,
OXA1L,0.604681824654476,-0.019819366548172485,3.0,,,,,,
OXCT1,0.21592040523830325,0.0013420367836619752,4.0,,,,,,
OXCT2,0.6013403697764103,0.014910904073567403,4.0,,,,,,
OXER1,0.7698271912188196,0.008471283127571965,3.0,,,,,,
OXGR1,0.60277718589846,0.001186794101740064,4.0,,,,,,
OXLD1,0.7686405792993994,-0.0028340152263375286,3.0,,,,,,
OXNAD1,0.5381465654438878,-0.017716918208117115,4.0,,,,,,
OXR1,0.6402675843032061,0.011459044541231103,4.0,,,,,,
OXSM,0.2644968061169461,-0.029129376911976975,4.0,,,,,,
OXSR1,0.7997690011681203,0.012831880653556917,4.0,,,,,,
OXT,0.3781918310322984,-0.031233187119856957,4.0,,,,,,
OXTR,0.3868567177049175,0.007919753650568233,4.0,,,,,,
P2RX1,0.6150075390228202,-0.012978833094752127,3.0,,,,,,
P2RX2,0.8011861271535266,0.016141574358974356,3.0,,,,,,
P2RX3,0.8820935786660128,-0.011445537970277206,4.0,,,,,,
