,gene_symbol,Plasmid,2dDox,7dDox,InSitu
15869,SHMT2,7.636687817284684e-05,6.146586916704477e-05,8.090020536728228e-05,5.827154710674696e-05
15870,SHOC2,4.1042432029666434e-05,3.615864542602561e-05,3.743052464052238e-05,5.4405635405490286e-05
15871,SHOX,5.501973086329897e-05,4.563818235967907e-05,5.7366431757048705e-05,5.8177256577448024e-05
15872,SHOX2,4.8285214152548745e-05,6.214034243168315e-05,6.0244498588584076e-05,7.66582003200409e-05
15873,SHPK,6.543917181200686e-05,6.99359886630832e-05,7.941259782936459e-05,6.628624209715715e-05
15874,SHPRH,5.9339986866421754e-05,7.147463974467733e-05,9.855286186424908e-05,8.297566578307013e-05
15875,SHQ1,3.5578578849246446e-05,4.9222400476801675e-05,8.729787795893899e-06,8.391857107605955e-06
15876,SHROOM1,5.006414309501107e-05,7.007733275740542e-05,5.2627938441486795e-05,3.422746213551642e-05
15877,SHROOM2,2.2999009898977167e-05,1.7675125191278055e-05,2.183878593124966e-05,1.2446349867460518e-05
15878,SHROOM3,3.735750779170877e-05,2.7573610507885828e-05,3.6650005044197674e-05,3.5641820075000576e-05
15879,SHROOM4,4.739574968131758e-05,5.959758236401833e-05,5.4574490673264555e-05,5.864870922394274e-05
15880,SHTN1,1.181717083207114e-05,1.3731157683700955e-05,1.908024192716354e-05,2.310117967824111e-05
15881,SI,3.53244461431804e-05,3.706220555045654e-05,4.3701804781510165e-05,4.299648136031815e-05
15882,SIAE,5.0572408507143155e-05,3.125903313331228e-05,7.578086080032074e-05,6.053451980992161e-05
15883,SIAH1,5.781519063002548e-05,6.030832544683933e-05,5.864926554691086e-05,5.402847328829452e-05
15884,SIAH2,8.564272194425753e-05,9.037964374341751e-05,8.740529429562198e-05,9.306475241805706e-05
15885,SIAH3,8.272019582449798e-05,0.00013289826159385395,0.00012666805625013536,0.00011871177638736963
15886,SIDT1,3.2656052729486915e-05,2.5507161862364598e-05,3.114650610553649e-05,2.6212767145106245e-05
15887,SIDT2,7.141129040455893e-05,7.195063198132362e-05,0.00012067281005833978,0.00010060799476197252
15888,SIGIRR,4.7522816034350603e-05,4.753952004355789e-05,5.724019581123665e-05,6.072310086851949e-05
15889,SIGLEC1,4.7522816034350603e-05,5.7220143272068835e-05,3.901242150008217e-05,3.894198860046359e-05
15890,SIGLEC10,4.663335156311945e-05,5.552842811169935e-05,5.167895751488903e-05,5.7422932343056485e-05
15891,SIGLEC11,3.2020720964321794e-05,2.965602626285274e-05,4.6532292617183245e-05,5.770580393095331e-05
15892,SIGLEC12,4.879347956468084e-05,4.7319398015824745e-05,5.2497411879851076e-05,5.553712175707761e-05
15893,SIGLEC14,4.841228050558177e-05,3.7298692114367636e-05,4.98308761762267e-05,4.648523094437905e-05
15894,SIGLEC15,5.0191209448044094e-05,3.800756786752257e-05,5.373432988969328e-05,4.808816994246109e-05
15895,SIGLEC16,5.082654121320921e-05,8.394265561450523e-05,6.801964244396366e-05,4.450512982910125e-05
15896,SIGLEC5,3.9771768499336205e-05,5.019837356438417e-05,6.588186107004461e-05,7.147222120859904e-05
15897,SIGLEC6,3.723044143867574e-05,3.0273454642064088e-05,4.3291827916954994e-05,3.092729361005341e-05
15898,SIGLEC7,4.866641321164782e-05,4.712313563763008e-05,6.715777018248739e-05,6.68519852729508e-05
15899,SIGLEC8,6.175424757404918e-05,4.9019595899419144e-05,8.776817278052199e-05,8.844451648240884e-05
15900,SIGLEC9,5.90858541603557e-05,7.710205520736374e-05,6.065503342150128e-05,5.553712175707761e-05
15901,SIGLECL1,3.189365461128878e-05,3.0072218304878365e-05,3.641452336868137e-05,4.111067077433928e-05
15902,SIGMAR1,3.786577320384086e-05,3.0812659381202135e-05,3.649527880606719e-05,2.6967091379497788e-05
15903,SIK1,5.184307203747339e-05,3.9715683250232374e-05,4.506390695013031e-05,3.781050224887627e-05
15904,SIK1B,2.7065133196033903e-05,2.9944141783514278e-05,2.3495511127104845e-05,2.96072261998682e-05
15905,SIK2,5.921292051338873e-05,5.413381351488984e-05,8.931929731861491e-05,6.05345198099216e-05
15906,SIK3,4.053416661753434e-05,3.35232500179692e-05,5.234826010511453e-05,4.554232565138962e-05
15907,SIKE1,4.2567228266062716e-05,5.026069622053284e-05,4.4513973024440106e-05,4.7522426766667425e-05
15908,SIL1,5.349493462690269e-05,3.6520405659757565e-05,5.551077679948428e-05,4.1110670774339276e-05
15909,SIM1,4.3837891796392945e-05,4.4353781262128254e-05,5.4848894253336624e-05,4.978539946984208e-05
15910,SIM2,4.053416661753435e-05,4.9108958272658034e-05,5.358857056464341e-05,4.1582123420834e-05
15911,SIMC1,4.828521415254875e-05,6.849536600572592e-05,4.763546120494536e-05,5.6857189167262815e-05
15912,SIN3A,6.543917181200686e-05,4.5672789953785754e-05,1.0425008101776219e-05,2.2724017561045342e-05
15913,SIN3B,4.0915365676633414e-05,4.0999558724186524e-05,3.5065734692439526e-05,3.7527630660979435e-05
15914,SIPA1,5.069947486017619e-05,4.9987972554434685e-05,4.436544274903326e-05,3.535894848710374e-05
15915,SIPA1L1,4.6125086150987355e-05,4.491733266876183e-05,7.203784039632767e-05,5.251982481951143e-05
15916,SIPA1L2,7.369848475915335e-05,6.0508939801142206e-05,7.882875498905996e-05,7.439522761686628e-05
15917,SIPA1L3,3.7738706850807836e-05,4.049804544876133e-05,4.056476723714113e-05,4.667381200297694e-05
15918,SIRPA,4.421909085549201e-05,3.316117674948641e-05,2.2910901008502612e-05,2.1781112268055906e-05
15919,SIRPB1,5.13348066253413e-05,6.187754037316286e-05,6.004855684662483e-05,4.931394682334735e-05
15920,SIRPB2,5.9467053219454775e-05,6.726303900812505e-05,7.261687161392777e-05,7.778968667162823e-05
15921,SIRPD,6.02294513376529e-05,5.274521133524194e-05,7.437057994181108e-05,6.562620839206455e-05
15922,SIRPG,3.3418450847685056e-05,2.8285986638442734e-05,3.413777046758449e-05,4.054492759854563e-05
15923,SIRT1,5.13348066253413e-05,3.8068531793374096e-05,5.851499086462311e-05,6.166600616150893e-05
15924,SIRT2,4.040710026450132e-05,4.355953663746215e-05,2.4725576699151373e-05,2.1969693326653792e-05
15925,SIRT3,6.124598216191709e-05,6.110714105630413e-05,6.361497511433592e-05,5.8365837636045914e-05
15926,SIRT4,3.964470214630318e-05,3.285304045816201e-05,2.7259453213343534e-05,2.875861143617771e-05
15927,SIRT5,3.761164049777481e-05,6.025830025557315e-05,3.763636543941243e-05,4.4693710887699124e-05
15928,SIRT6,5.425733274510083e-05,5.5364449975109386e-05,6.549678483221882e-05,7.61867476735462e-05
15929,SIRT7,3.379964990678412e-05,2.1012834169444468e-05,2.405767647323453e-05,2.0366754328571755e-05
15930,SIT1,5.717985886486035e-05,3.2863555474177655e-05,3.866702212830658e-05,4.214786659662766e-05
15931,SIVA1,7.090302499242685e-05,4.820539002015501e-05,6.64432655048706e-05,6.68519852729508e-05
15932,SIX1,3.7738706850807836e-05,4.393828368897399e-05,5.303980043609052e-05,2.555273344001364e-05
15933,SIX2,3.240192002342087e-05,3.234429262095195e-05,2.888317607924789e-05,3.2153070490939666e-05
15934,SIX3,4.0915365676633414e-05,4.359149763945888e-05,3.817109671366138e-05,4.4882291946297014e-05
15935,SIX4,3.316431814161901e-05,3.673386585946832e-05,4.3420797349507195e-05,4.2807900301720265e-05
15936,SIX5,7.433381652431846e-05,6.926074950434372e-05,5.794322665120056e-05,2.904148302407454e-05
15937,SIX6,3.6722176026543654e-05,2.7582805049588114e-05,4.0214688940386475e-05,3.469891478201114e-05
15938,SKA1,3.8628171322039004e-05,5.1562738853613754e-05,6.060090566960692e-06,1.791520056679923e-06
15939,SKA2,4.764988238738363e-05,4.528746571966321e-05,2.3976378798148245e-06,6.223174933730258e-06
15940,SKA3,2.6683934136934833e-05,2.886372605828027e-05,4.450067308289749e-06,9.429052929894331e-06
15941,SKAP1,4.841228050558177e-05,5.760904985990242e-05,4.7455772716697905e-05,4.714526464947166e-05
15942,SKAP2,4.47273562676241e-05,3.0244309183456246e-05,5.336265328951635e-05,6.110026298571527e-05
15943,SKI,4.841228050558177e-05,5.2776806712950744e-05,4.408929193509291e-05,3.4604624252712195e-05
15944,SKIDA1,4.587095344492131e-05,4.785872715648435e-05,5.9078923152183087e-05,6.336323568888991e-05
15945,SKIL,6.0229451337652916e-05,7.954627363171761e-05,6.932057661223294e-05,7.147222120859903e-05
15946,SKIV2L,5.0191209448044094e-05,3.6921656169297345e-05,2.9299291560361038e-05,2.159253120945802e-05
15947,SKIV2L2,4.650628521008642e-05,4.9811234901219435e-05,5.989852068654543e-06,8.769019224801728e-06
15948,SKOR1,3.710337508564272e-05,2.4925445389962453e-05,1.6013846734887284e-05,2.0272463799272813e-05
15949,SKOR2,5.9721185925520815e-05,5.3525666751276925e-05,5.770885813143778e-05,7.477238973406205e-05
15950,SKP1,6.137304851495011e-05,8.08339127629351e-05,1.3913789007035895e-05,1.2257768808862631e-05
15951,SKP2,2.5540336959637628e-05,3.706685028030962e-05,1.4386393631547993e-05,1.932955850628338e-05
15952,SLA,5.413026639206781e-05,4.397220671856553e-05,5.5051902943351015e-05,5.355702064179981e-05
15953,SLA2,6.696396804840313e-05,7.467758563094107e-05,5.5589377722827726e-05,6.543762733346666e-05
15954,SLAIN1,4.421909085549201e-05,4.1487808175260334e-05,5.033152849087159e-05,4.8088169942461095e-05
15955,SLAIN2,5.717985886486036e-05,4.454160188910747e-05,4.8229927325457784e-05,4.912536576474947e-05
15956,SLAMF1,4.231309555999667e-05,4.3485958130766764e-05,4.467184803654591e-05,4.72395551787706e-05
15957,SLAMF6,4.955587768287897e-05,6.034190081584859e-05,3.667511923638997e-05,3.3473137901124875e-05
15958,SLAMF7,5.13348066253413e-05,3.9559212653465514e-05,7.553936178512083e-05,6.647482315575503e-05
15959,SLAMF8,3.6722176026543654e-05,3.0384410664367552e-05,3.0574579361147824e-05,2.281830809034428e-05
15960,SLAMF9,4.930174497681293e-05,3.9437347389052923e-05,4.46628497329054e-05,4.327935294821498e-05
15961,SLBP,4.256722826606271e-05,4.417849522294092e-05,1.1272321158348054e-05,2.932435461197137e-05
15962,SLC10A1,8.144953229416775e-05,5.59415368061445e-05,8.774063495488053e-05,8.391857107605956e-05
15963,SLC10A2,5.069947486017618e-05,3.798642082941056e-05,5.1307416742937416e-05,3.894198860046358e-05
15964,SLC10A3,8.05600678229366e-05,7.272693741302474e-05,8.181420213800096e-05,8.637012483783208e-05
15965,SLC10A4,4.9682944035912e-05,4.9518123891702896e-05,4.142504341291434e-05,3.762192119027838e-05
15966,SLC10A5,5.044534215411014e-05,4.350048381798563e-05,8.069022390691517e-05,0.00010126802846706512
15967,SLC10A6,5.184307203747339e-05,5.911737345964177e-05,7.101099393223885e-05,8.693586801362572e-05
15968,SLC10A7,4.650628521008642e-05,3.8335202951692464e-05,5.7897337298636854e-05,5.8177256577448024e-05
15969,SLC11A1,4.02800339114683e-05,4.5753528000870504e-05,4.055168422510638e-05,3.328455684252699e-05
15970,SLC11A2,4.5108555326723167e-05,4.7464832501395353e-05,4.422411024180816e-05,4.261931924312238e-05
15971,SLC12A1,2.820873037333111e-05,3.5152358265695503e-05,3.738795650645062e-05,4.2807900301720265e-05
15972,SLC12A2,4.8158147799515725e-05,4.689660854605556e-05,7.108008429853345e-05,7.392377497037156e-05
15973,SLC12A3,4.396495814942596e-05,2.0228494467103913e-05,2.9413038300960058e-05,2.5364152381415754e-05
15974,SLC12A4,6.759929981356825e-05,7.244241145765286e-05,5.540964805803067e-05,6.110026298571526e-05
15975,SLC12A5,4.345669273729387e-05,2.9054614407988906e-05,3.216636739822376e-05,2.8192868260384052e-05
15976,SLC12A6,5.3240801920836645e-05,4.747955870719555e-05,4.043869162616012e-05,5.421705434689241e-05
15977,SLC12A7,6.670983534233709e-05,7.184969628748975e-05,2.5853208831831976e-05,2.715567243809567e-05
15978,SLC12A8,4.587095344492131e-05,3.939086723803827e-05,5.564030545430725e-05,5.7517222872355416e-05
15979,SLC12A9,6.683690169537011e-05,5.68284218181884e-05,8.315990194469547e-05,8.259850366587435e-05
15980,SLC13A1,4.764988238738364e-05,4.069279816087399e-05,5.0172560640821514e-05,5.8837290282540626e-05
15981,SLC13A2,4.6887484269185496e-05,7.151449898744679e-05,2.8853236636475764e-05,2.187540279735485e-05
15982,SLC13A3,6.048358404371895e-05,5.589647081224954e-05,6.13228134372804e-05,6.685198527295082e-05
15983,SLC13A4,6.264371204528035e-05,6.728670692289652e-05,0.00010123650532290642,5.827154710674696e-05
15984,SLC13A5,8.526152288515845e-05,7.667489759635078e-05,0.00010469460130119588,0.00010617113599061017
15985,SLC14A1,4.8920545917713866e-05,5.272336141224581e-05,6.616634361442535e-05,5.7894384989551196e-05
15986,SLC14A2,2.4777938841439487e-05,2.662861449532584e-05,3.5179347745133724e-05,2.2629727031746393e-05
15987,SLC15A1,5.832345604215756e-05,4.9233396548465506e-05,6.726093180897379e-05,6.788918109523919e-05
15988,SLC15A2,4.409202450245899e-05,4.313535706259192e-05,9.74662125559965e-05,5.553712175707761e-05
15989,SLC15A3,3.443498167194924e-05,2.826964482424928e-05,3.21554298260282e-05,3.715046854378366e-05
15990,SLC15A4,3.799283955687389e-05,7.341060195772618e-05,3.488282596715131e-05,2.621276714510624e-05
15991,SLC15A5,4.116949838269946e-05,3.7858022138792145e-05,5.717203536185091e-05,6.166600616150893e-05
15992,SLC16A1,2.947939390366134e-05,2.515886712309264e-05,2.7577693487030934e-05,2.4892699734921032e-05
15993,SLC16A10,3.507031343711435e-05,2.6642016549772867e-05,4.115079219423241e-05,2.809857773108511e-05
15994,SLC16A11,4.0915365676633414e-05,4.7443741818488906e-05,3.7549702372288066e-05,3.7716211719577325e-05
15995,SLC16A12,4.053416661753434e-05,2.346670963609154e-05,6.509975359581826e-05,6.411755992328146e-05
15996,SLC16A13,6.798049887266731e-05,5.942500101539591e-05,7.120986024755139e-05,6.355181674748779e-05
15997,SLC16A14,3.608684426137854e-05,2.7892465383849177e-05,4.969275861611635e-05,4.8371041530357923e-05
15998,SLC16A2,4.548975438582224e-05,2.2249028169146306e-05,6.930650863568524e-05,6.68519852729508e-05
15999,SLC16A3,3.710337508564272e-05,3.4684955410574306e-05,1.7612246401592726e-05,2.1498240680159074e-05
16000,SLC16A4,6.480384004684175e-05,4.8944930561056764e-05,5.416731294581253e-05,6.25146209251994e-05
16001,SLC16A5,4.066123297056737e-05,3.432624318445363e-05,3.1529469464329244e-05,4.1864995008730836e-05
16002,SLC16A6,6.670983534233708e-05,8.053318709676824e-05,7.384953292790517e-05,6.0345938751323725e-05
16003,SLC16A7,4.548975438582224e-05,4.363480192618126e-05,6.096352102161073e-05,6.477759362837406e-05
16004,SLC16A8,3.519737979014737e-05,2.145208201059648e-05,2.894639854107953e-05,3.894198860046359e-05
16005,SLC16A9,4.1677763794831555e-05,3.6554962473001454e-05,5.717418686891147e-05,4.761671729596638e-05
16006,SLC17A1,4.104243202966644e-05,3.363919830857648e-05,4.9643794938870784e-05,4.073350865714351e-05
16007,SLC17A2,5.209720474353944e-05,7.495230724821061e-05,4.212768765589527e-05,2.904148302407454e-05
16008,SLC17A3,3.7865773203840856e-05,2.3113925312318355e-05,4.9001818552160665e-05,5.883729028254063e-05
16009,SLC17A4,5.4384399098133854e-05,6.910018275953298e-05,4.786284717925789e-05,4.09220897157414e-05
16010,SLC17A5,8.157659864720077e-05,8.927465594176966e-05,8.911565471995227e-05,7.703536243723669e-05
16011,SLC17A6,3.0241792021859478e-05,2.3811594350195775e-05,2.2703277422162987e-05,3.196448943234178e-05
16012,SLC17A7,4.764988238738364e-05,4.1459681787993084e-05,4.2474259917202074e-05,3.2341651549537556e-05
16013,SLC17A8,6.188131392708222e-05,6.102172584270099e-05,5.8064558368828176e-05,4.950252788194524e-05
16014,SLC17A9,4.053416661753434e-05,5.380025264250842e-05,3.0944759658331174e-05,4.337364347751393e-05
16015,SLC18A1,5.171600568444037e-05,5.107984533629703e-05,6.44459370727702e-05,6.939782956402228e-05
16016,SLC18A2,3.8755237675072024e-05,4.793166303078085e-05,4.2063479705005096e-05,4.7711007825265315e-05
16017,SLC18A3,3.583271155531249e-05,1.8649042301735442e-05,3.800337422759275e-05,3.196448943234178e-05
16018,SLC18B1,4.80310814464827e-05,2.369357995049939e-05,6.806737862550813e-05,4.3467934006812866e-05
16019,SLC19A1,5.984825227855384e-05,5.3409956149791534e-05,5.041601430311383e-05,2.838144931898194e-05
16020,SLC19A2,5.845052239519059e-05,6.608870974074077e-05,5.442760780712435e-05,5.487708805198501e-05
16021,SLC19A3,3.5832711555312486e-05,2.108417528355998e-05,3.332455090703784e-05,3.139874625654813e-05
16022,SLC1A1,5.79422569830585e-05,7.367561083943787e-05,7.336928842066677e-05,6.920924850542439e-05
16023,SLC1A2,4.790401509344968e-05,5.22809114658584e-05,4.405983877535663e-05,3.385030001832065e-05
16024,SLC1A3,3.7865773203840856e-05,3.9695921284563705e-05,5.9824059856130904e-05,5.4782797522686066e-05
16025,SLC1A4,6.734516710750219e-05,5.6968531168293215e-05,5.006457253674717e-05,4.318506241891604e-05
16026,SLC1A5,7.433381652431846e-05,6.565893544413295e-05,8.354200636824443e-05,7.92040446111124e-05
16027,SLC1A6,5.069947486017619e-05,4.0478813050671366e-05,4.4790740067069343e-05,4.620235935648222e-05
16028,SLC1A7,5.6417460746662223e-05,7.597048661788988e-05,3.948422032096548e-05,4.243073818452449e-05
16029,SLC20A1,3.545151249621342e-05,2.3802085025714026e-05,3.0105567402298147e-05,1.76323289789024e-05
16030,SLC20A2,5.413026639206781e-05,4.905215621868983e-05,7.427072665643212e-05,8.240992260727646e-05
16031,SLC22A1,3.7738706850807836e-05,4.253114433557864e-05,4.161290230522997e-05,3.715046854378366e-05
16032,SLC22A10,4.777694874041666e-05,5.1767332194331654e-05,4.607140574535546e-05,5.6574317579365994e-05
16033,SLC22A11,4.320256003122783e-05,6.80415226519705e-05,5.375747504398861e-05,3.865911701256676e-05
16034,SLC22A12,4.1931896500897595e-05,2.600451654531816e-05,4.87432629355814e-05,4.535374459279174e-05
16035,SLC22A13,4.3837891796392945e-05,2.9380572283047817e-05,4.342529753321842e-05,5.1482628997223047e-05
16036,SLC22A14,6.480384004684174e-05,7.927424872466444e-05,8.527342575133483e-05,0.00011324292568803093
16037,SLC22A15,4.015296755843527e-05,3.3552335899136366e-05,4.1807249849986005e-05,4.054492759854562e-05
16038,SLC22A16,4.040710026450132e-05,7.562564460858418e-05,4.801575792331541e-05,3.941344124695831e-05
16039,SLC22A17,3.786577320384086e-05,3.881080280123084e-05,2.535279057755966e-05,3.4604624252712195e-05
16040,SLC22A18,6.0483584043718956e-05,7.418675228891234e-05,1.814643510188026e-05,1.6689423685912965e-05
16041,SLC22A18AS,6.0737716749785e-05,5.462618695579066e-05,3.13910194219526e-05,3.24359420788365e-05
16042,SLC22A2,4.663335156311945e-05,3.9988252501082404e-05,6.192836625276213e-05,7.40180654996705e-05
16043,SLC22A20,3.9771768499336205e-05,2.8646439220344468e-05,2.262976148592379e-05,2.385550391263266e-05
16044,SLC22A23,3.53244461431804e-05,2.401383767346728e-05,3.443490497036946e-05,3.9884893893453025e-05
16045,SLC22A24,5.3240801920836645e-05,6.250042052869939e-05,7.040812596945875e-05,8.646441536713102e-05
16046,SLC22A25,8.068713417596962e-05,9.605280254407233e-05,7.158241193102055e-05,6.779489056594024e-05
16047,SLC22A3,4.205896285393062e-05,2.311846057798008e-05,4.620982680149909e-05,4.3750805594709694e-05
16048,SLC22A31,6.670983534233708e-05,5.7148887349690785e-05,2.9558266959661405e-05,3.347313790112488e-05
16049,SLC22A4,4.955587768287898e-05,4.9732532954345834e-05,5.3129467468002674e-05,5.261411534881037e-05
16050,SLC22A5,4.9047612270746886e-05,4.0947513908799345e-05,4.3597337101616664e-05,5.1105466880027273e-05
16051,SLC22A6,5.997531863158687e-05,6.012680058935535e-05,6.292862970099048e-05,6.883208638822862e-05
16052,SLC22A7,5.7561057923959425e-05,6.224108047926098e-05,6.0540295970734845e-05,4.4788001416998076e-05
16053,SLC22A8,4.8285214152548745e-05,3.310260818200852e-05,3.046353410671781e-05,3.3944590547619594e-05
16054,SLC22A9,4.0915365676633414e-05,3.320002426421955e-05,2.8505276064888088e-05,3.422746213551643e-05
16055,SLC23A1,5.158893933140734e-05,6.869142284910345e-05,3.4851394385878226e-05,2.9418645141270313e-05
16056,SLC23A2,6.175424757404918e-05,5.500093115209844e-05,9.0629968038237e-05,5.940303345833428e-05
16057,SLC23A3,6.6201569930205e-05,5.463098032862033e-05,8.195328667880756e-05,8.391857107605955e-05
16058,SLC24A1,4.650628521008643e-05,4.723638139270861e-05,3.7697179111884336e-05,3.290739472533122e-05
16059,SLC24A2,5.425733274510083e-05,5.909781250383684e-05,6.370766823184963e-05,7.543242343915465e-05
16060,SLC24A3,5.08265412132092e-05,4.731550122466903e-05,7.265417486659391e-05,7.882688249391661e-05
16061,SLC24A4,4.752281603435061e-05,4.627921854341525e-05,5.11380250794397e-05,4.243073818452449e-05
16062,SLC24A5,9.873055630665889e-05,8.905050038428942e-05,0.00012548625170364543,0.00010984846663326897
16063,SLC25A1,4.5235621679756194e-05,4.6690678275426806e-05,2.0134345694446526e-05,3.5736110604299514e-05
16064,SLC25A10,5.29866692147706e-05,5.371999513924845e-05,4.053368420307489e-05,3.7904792778175215e-05
16065,SLC25A11,4.8412280505581765e-05,3.126646756060956e-05,6.59174012121013e-05,5.383989222969663e-05
16066,SLC25A12,5.3367868273869665e-05,4.686566714811391e-05,5.7515185492751083e-05,6.345752621818885e-05
16067,SLC25A13,5.2986669214770605e-05,4.9045517787224096e-05,6.359709837988449e-05,5.5254250169180784e-05
16068,SLC25A14,5.984825227855385e-05,4.4061320298753256e-05,7.870740622755442e-05,5.233124376091354e-05
16069,SLC25A15,5.781519063002547e-05,4.188308081365829e-05,6.244004248647353e-05,5.1011176350728335e-05
16070,SLC25A16,3.811990590990691e-05,3.0075636153902802e-05,4.372645658888552e-05,4.5730906709987505e-05
16071,SLC25A17,3.1766588258255754e-05,3.0954807855513146e-05,3.8009400304615974e-05,3.649043483869106e-05
16072,SLC25A18,5.019120944804409e-05,4.098674330581384e-05,4.0094055894286527e-05,4.563661618068856e-05
16073,SLC25A19,3.875523767507202e-05,3.518251418193226e-05,1.3211959967375895e-05,1.4426450982738327e-05
16074,SLC25A2,7.06488922863608e-05,4.560561319169654e-05,7.473023504263367e-05,8.118414572639018e-05
16075,SLC25A20,4.015296755843527e-05,4.270553454684905e-05,4.340973641960723e-05,3.941344124695831e-05
16076,SLC25A21,4.358375909032689e-05,5.687125369862227e-05,5.3188147218895406e-05,4.912536576474947e-05
16077,SLC25A22,6.45497073407757e-05,7.736309913908049e-05,2.7711825697907697e-05,2.2818308090344283e-05
16078,SLC25A23,4.205896285393062e-05,2.7019916030237483e-05,3.083613873974715e-05,4.8182460471760034e-05
16079,SLC25A24,7.407968381825242e-05,6.961883277947188e-05,6.49405890056718e-05,6.543762733346667e-05
16080,SLC25A25,4.80310814464827e-05,4.2932738747486796e-05,3.497224672309576e-05,3.2341651549537556e-05
16081,SLC25A26,3.7484574144741795e-05,2.8144799108655553e-05,4.073340738066934e-06,2.828715878968299e-06
16082,SLC25A27,9.657042830509749e-05,8.832728867414023e-05,0.00012327478376081624,0.00011946610062176119
16083,SLC25A28,3.8882304028105044e-05,3.40404185847449e-05,3.3603071276738685e-05,3.630185378009318e-05
16084,SLC25A29,5.362200097993572e-05,3.891559570991344e-05,7.295818482563866e-05,4.7711007825265315e-05
16085,SLC25A3,5.79422569830585e-05,4.8515010266938645e-05,4.0962758296086166e-05,4.422225824120441e-05
16086,SLC25A30,5.2224271096572464e-05,5.969969696964091e-05,6.727638365290718e-05,6.044022928062267e-05
16087,SLC25A31,4.320256003122783e-05,3.434889852630924e-05,4.5556842569758764e-05,3.781050224887627e-05
16088,SLC25A32,2.4142607076274376e-05,3.4491935564191756e-05,4.8351812966470156e-05,4.582519723928646e-05
16089,SLC25A33,5.095360756624223e-05,6.082460962508997e-05,3.165776877286914e-05,2.6589929262302018e-05
16090,SLC25A34,5.7561057923959425e-05,4.8328649065055204e-05,3.809802526308486e-05,3.507607689920692e-05
16091,SLC25A35,4.981001038894502e-05,5.433396328326133e-05,6.874277516284197e-05,9.089607024418135e-05
16092,SLC25A36,3.36725835537511e-05,8.336211584471592e-06,4.2076400070305926e-05,2.9135773553373485e-05
16093,SLC25A37,4.777694874041666e-05,4.999218181400526e-05,5.8890856348249026e-05,6.242033039590047e-05
16094,SLC25A38,4.5362688032789214e-05,4.006212060772663e-05,4.1182373277943596e-05,5.7045770225860705e-05
16095,SLC25A39,5.069947486017619e-05,5.231972203000528e-05,4.606596211968927e-05,4.5542325651389615e-05
16096,SLC25A4,4.485442262065713e-05,5.6099116996769524e-05,4.8594153008943056e-05,5.7234351284458595e-05
16097,SLC25A40,5.29866692147706e-05,7.000607386600766e-05,6.635482133270848e-05,7.505526132195887e-05
16098,SLC25A41,3.6722176026543654e-05,1.9731234674500547e-05,5.3629592028582677e-05,4.6862393061574824e-05
16099,SLC25A42,6.772636616660127e-05,7.046347968611862e-05,5.563692566645956e-05,5.025685211633679e-05
16100,SLC25A43,5.400320003903478e-05,6.235151743511971e-05,5.600104721213783e-05,6.42118504525804e-05
16101,SLC25A44,4.8285214152548745e-05,5.358403778490263e-05,4.037721241783814e-05,3.8564826483267816e-05
16102,SLC25A45,3.125832284612366e-05,3.103862563553018e-05,1.604209446182307e-05,1.0654829810780595e-05
16103,SLC25A46,2.986059296276041e-05,2.724126112971008e-05,4.1495833752606345e-05,3.403888107691854e-05
16104,SLC25A47,6.086478310281803e-05,5.475870645702625e-05,6.394351318364328e-05,7.354661285317579e-05
16105,SLC25A48,5.781519063002547e-05,3.920080874715294e-05,5.7207799056191395e-05,5.648002705006705e-05
16106,SLC25A5,4.142363108876551e-05,4.654245800695143e-05,2.7174275078644444e-05,2.526986185211681e-05
16107,SLC25A51,3.2528986376453895e-05,2.899609236566273e-05,8.08757466440502e-06,9.99479610568799e-06
16108,SLC25A52,9.047124335951239e-05,7.491485601619661e-05,0.00012516218610807194,0.00011795745215297809
16109,SLC25A53,3.36725835537511e-05,2.081548080439482e-05,4.078458056892852e-05,3.847053595396887e-05
16110,SLC25A6,5.311373556780362e-05,5.786550201061178e-05,5.22838761383701e-05,5.6668608108664925e-05
16111,SLC26A1,5.1207740272308276e-05,3.317661302883528e-05,4.749860910787936e-05,5.157691952652199e-05
16112,SLC26A10,6.40414419286436e-05,8.256891595203064e-05,5.082550046760608e-05,5.610286493287127e-05
16113,SLC26A11,6.480384004684175e-05,6.993688452987066e-05,7.711045842982505e-05,9.721353570721056e-05
16114,SLC26A2,3.1512455552189707e-05,1.4749047697428815e-05,3.5008104486089385e-05,4.02620560106488e-05
16115,SLC26A3,3.595977790834551e-05,3.106637788363043e-05,5.482898092417913e-05,5.525425016918078e-05
16116,SLC26A4,4.790401509344968e-05,5.1681897002752995e-05,7.57889597120222e-05,7.61867476735462e-05
16117,SLC26A5,4.129656473573248e-05,2.6464123649119304e-05,4.619985227324151e-05,4.931394682334735e-05
16118,SLC26A6,5.972118592552082e-05,5.833164273945608e-05,3.929664496677747e-05,3.3756009489021704e-05
16119,SLC26A7,5.552799627543105e-05,7.622741408638388e-05,8.218113147507943e-05,9.051890812698557e-05
16120,SLC26A8,7.407968381825242e-05,7.328782337034268e-05,7.547006620354892e-05,7.863830143531872e-05
16121,SLC26A9,2.9479393903661344e-05,4.0295505206449015e-05,3.882127336771566e-05,4.3845096124008646e-05
16122,SLC27A1,5.8450522395190586e-05,6.25038531697654e-05,5.3670378100232824e-05,4.629664988578117e-05
