,gene_symbol,Plasmid,2dDox,7dDox,InSitu
753,ANKRD61,5.832345604215757e-05,5.329127950666597e-05,7.36048483426393e-05,8.288137525377117e-05
754,ANKRD62,4.218602920696364e-05,2.9275389514622156e-05,3.2565807325172545e-05,3.3661718959722765e-05
755,ANKRD63,3.2783119082519935e-05,3.183704551460693e-05,2.3413628217416727e-05,1.140915404517214e-05
756,ANKRD65,5.527386356936501e-05,4.6993868077475085e-05,3.122826109362679e-05,2.9041483024074543e-05
757,ANKRD66,5.2224271096572464e-05,4.460731528515588e-05,5.770706704754175e-05,7.722394349583458e-05
758,ANKRD7,3.9771768499336205e-05,4.371527504032413e-05,4.119677480605219e-05,4.6862393061574824e-05
759,ANKRD9,4.205896285393062e-05,3.6148318256652565e-05,2.5407852807764842e-05,2.6684219791600956e-05
760,ANKS1A,4.4981488973690146e-05,2.9198139588660652e-05,4.622823031962935e-05,3.139874625654812e-05
761,ANKS1B,3.913643673417109e-05,3.879863966294824e-05,5.054078243699021e-05,3.620756325079423e-05
762,ANKS3,3.9644702146303185e-05,4.402385692771737e-05,2.510954715130472e-05,3.24359420788365e-05
763,ANKS4B,7.992473605777147e-05,7.907873238376509e-05,8.871540903042946e-05,0.00010126802846706512
764,ANKS6,5.362200097993571e-05,5.4317374108934385e-05,5.125083434369892e-05,4.940823735264629e-05
765,ANKUB1,4.752281603435062e-05,3.399584883928292e-05,5.464952879889837e-05,4.4127967711905474e-05
766,ANKZF1,4.345669273729388e-05,4.427007889661837e-05,5.2053209372786596e-05,4.695668359087377e-05
767,ANLN,4.866641321164782e-05,5.086095485695651e-05,2.5070121026211787e-05,1.3012093043254176e-05
768,ANO1,4.078829932360039e-05,2.3126715247772503e-05,3.9248593404262706e-05,2.866432090687877e-05
769,ANO10,5.0318275801077114e-05,8.177929741581559e-05,6.490659373255867e-05,9.165039447857289e-05
770,ANO2,5.2351337449605484e-05,4.513806915219012e-05,3.917442152660061e-05,4.252502871382343e-05
771,ANO3,0.00010038241889608819,0.0001240329438179954,6.853507914901141e-05,6.308036410099307e-05
772,ANO4,4.1042432029666434e-05,2.8792345176336832e-05,4.384472567457071e-05,4.403367718260653e-05
773,ANO5,3.545151249621342e-05,2.3553943337534467e-05,3.8898777638144605e-05,5.8177256577448024e-05
774,ANO6,4.85393468586148e-05,5.342924746945235e-05,4.126844258137367e-05,4.111067077433929e-05
775,ANO7,4.1804830147864575e-05,3.668349733981349e-05,4.38424688439152e-05,4.1676413950132946e-05
776,ANO8,3.2783119082519935e-05,2.232488864519203e-05,2.0957406331193708e-05,2.6024186086508355e-05
777,ANO9,5.6417460746662223e-05,4.332151717175398e-05,8.324726051858754e-05,8.165559837288491e-05
778,ANOS1,4.066123297056737e-05,2.8425606842079466e-05,4.769917423408498e-05,3.498178636990797e-05
779,ANP32A,4.460028991459108e-05,6.464303397963714e-05,4.6719389558552955e-05,4.271360977242132e-05
780,ANP32B,4.091536567663342e-05,5.237277456802372e-05,3.1519146459449014e-05,3.441604319411431e-05
781,ANP32C,3.9771768499336205e-05,2.8433603156336258e-05,5.1215452309230994e-05,4.6579521473677996e-05
782,ANP32D,6.010238498461988e-05,6.698984769569586e-05,5.530986894799773e-05,3.7244759073082607e-05
783,ANP32E,4.244016191302968e-05,3.787612575457429e-05,3.4779981892886544e-05,3.564182007500057e-05
784,ANPEP,6.340611016347849e-05,0.00010581650957127044,7.5185756213031e-05,6.788918109523919e-05
785,ANTXR1,4.714161697525154e-05,3.157133140766014e-05,5.703968345974116e-05,5.978019557553007e-05
786,ANTXR2,3.519737979014738e-05,4.1525508975672196e-05,4.658016654222778e-05,5.3934182758995575e-05
787,ANTXRL,3.519737979014738e-05,2.5617159649401167e-05,2.8014651407043953e-05,2.39497944419316e-05
788,ANXA1,5.13348066253413e-05,3.6781965148496245e-05,6.289870080059919e-05,7.298086967738212e-05
789,ANXA10,5.57821289814971e-05,4.1460418833020674e-05,7.90210137319718e-05,5.28969869367072e-05
790,ANXA11,4.155069744179853e-05,4.5646982989532874e-05,3.542507037276191e-05,4.912536576474947e-05
791,ANXA13,5.6036261687563156e-05,7.094773607772649e-05,5.4242451035058166e-05,5.157691952652199e-05
792,ANXA2,5.222427109657246e-05,3.86339094227733e-05,3.8149781910005564e-05,6.242033039590047e-05
793,ANXA2R,3.7611640497774816e-05,5.491521008379556e-05,2.3623562490889357e-05,2.7532834555291447e-05
794,ANXA3,4.9301744976812926e-05,3.8654677341039444e-05,5.826161525406004e-05,7.109505909140326e-05
795,ANXA4,4.993707674197805e-05,4.544228547694687e-05,5.0987377539596074e-05,5.9968776634127945e-05
796,ANXA5,4.6252152504020375e-05,3.933239012090285e-05,7.570027564042387e-05,8.269279419517329e-05
797,ANXA6,7.547741370161567e-05,8.143251420412426e-05,7.964144478519974e-05,8.240992260727646e-05
798,ANXA7,5.29866692147706e-05,4.487870050211032e-05,4.577420086702847e-05,5.336843958320192e-05
799,ANXA8,5.781519063002548e-05,8.468774102086997e-05,6.003134408698484e-05,6.185458722010682e-05
800,ANXA8L1,4.752281603435061e-05,4.956988013778974e-05,4.725734209243385e-05,5.0351142645635734e-05
801,ANXA9,5.590919533453013e-05,6.262257407625477e-05,3.6783894122369985e-05,4.431654877050336e-05
802,AOAH,0.00010178014877945144,0.00012269557091152777,0.0001284699140644679,0.00011578876997910238
803,AOC1,4.47273562676241e-05,5.126398297042049e-05,4.172235134567947e-05,4.2807900301720265e-05
804,AOC2,5.8831721454289654e-05,4.1181964022172607e-05,3.7422994121783884e-05,4.280790030172027e-05
805,AOC3,5.1588939331407356e-05,5.501932485845575e-05,4.628801639180763e-05,3.913056965906147e-05
806,AOX1,3.456204802498226e-05,2.9829237479882132e-05,3.02865520959506e-05,3.488749584060902e-05
807,AP1AR,6.658276898930406e-05,8.88151487724254e-05,7.425241586095222e-05,7.665820032004092e-05
808,AP1B1,6.810756522570034e-05,7.845130062117173e-05,3.117891120992363e-05,2.9230064082672426e-05
809,AP1G1,4.866641321164782e-05,5.508267528241993e-05,2.7526261215416316e-05,2.847573984828088e-05
810,AP1G2,2.9606460256694364e-05,2.997083915277404e-05,3.2392715298688286e-05,1.6595133156614024e-05
811,AP1M1,4.688748426918549e-05,2.956690897756048e-05,2.938745362725937e-05,3.3473137901124875e-05
812,AP1M2,5.895878780732268e-05,5.676367073361023e-05,6.673890688725374e-05,5.487708805198502e-05
813,AP1S1,3.634097696744459e-05,3.3359800131058926e-05,3.077127895508497e-05,3.375600948902171e-05
814,AP1S2,3.9771768499336205e-05,3.630297896834153e-05,2.0490574472253058e-05,1.8858105859788662e-05
815,AP1S3,6.45497073407757e-05,7.165711466730798e-05,8.742580776081906e-05,7.61867476735462e-05
816,AP2A1,6.963236146209661e-05,6.88781549363792e-05,6.641999260087116e-05,3.2341651549537556e-05
817,AP2A2,5.4384399098133854e-05,6.379375814551001e-05,6.6391645255962e-05,3.6867596955886833e-05
818,AP2B1,5.3494934626902686e-05,5.564454749447818e-05,3.9205525756864566e-05,4.2619319243122375e-05
819,AP2M1,4.955587768287898e-05,5.3603157527305004e-05,1.2657948324899147e-05,7.260370756018636e-06
820,AP2S1,3.964470214630318e-05,2.4748412401621967e-05,9.748957707330279e-06,8.108985519709125e-06
821,AP3B1,3.850110496900597e-05,3.356858583139554e-05,3.7826862108169744e-05,3.8376245424669926e-05
822,AP3B2,4.129656473573248e-05,4.395639431036657e-05,3.710495575149757e-05,3.441604319411431e-05
823,AP3D1,6.594743722413894e-05,7.727023708135296e-05,6.370872859218491e-05,7.844972037672083e-05
824,AP3M1,4.9047612270746886e-05,3.5313909413018956e-05,3.9586717825201986e-05,4.0167765481349846e-05
825,AP3M2,4.332962638426085e-05,4.8643307771605796e-05,5.5344500759203754e-05,6.044022928062266e-05
826,AP3S1,6.086478310281803e-05,4.651642152452369e-05,5.34259068051099e-05,5.383989222969663e-05
827,AP3S2,4.726868332828456e-05,4.7149789020796045e-05,6.072416040298894e-05,6.63805326264561e-05
828,AP4B1,4.7014550622218516e-05,6.737287865581354e-05,4.4135346931037294e-05,5.157691952652199e-05
829,AP4E1,7.026769322726174e-05,8.917994516028571e-05,9.63018694627246e-05,7.241512650158846e-05
830,AP4M1,6.467677369380872e-05,6.009259289051296e-05,6.912103067105668e-05,5.3934182758995575e-05
831,AP4S1,3.97717684993362e-05,4.537141306665847e-05,4.852147107734543e-05,4.158212342083401e-05
832,AP5B1,3.418084896588319e-05,2.4631187309176045e-05,2.4948887682786837e-05,2.0083882740674927e-05
833,AP5M1,4.002590120540225e-05,4.346627019196949e-05,4.4634855215708736e-05,5.5254250169180784e-05
834,AP5S1,5.285960286173758e-05,5.30691478220381e-05,5.6627478547472033e-05,6.374039780608569e-05
835,AP5Z1,5.095360756624223e-05,6.484827488172407e-05,8.747716266851813e-05,0.0001240863365574094
836,APAF1,3.227485367038785e-05,2.5417481959207967e-05,2.4695026186236827e-05,3.0644422022156574e-05
837,APBA1,4.8539346858614805e-05,4.0003324244795736e-05,6.037762780812432e-05,3.4793205311310085e-05
838,APBA2,5.158893933140734e-05,3.9525611929571825e-05,5.4484819148659326e-05,4.8748203647553697e-05
839,APBA3,6.150011486798314e-05,5.581608660853994e-05,6.356692919989764e-05,6.392897886468357e-05
840,APBB1,4.14236310887655e-05,3.367055400338424e-05,7.318644655941277e-05,2.5647023969312578e-05
841,APBB1IP,4.726868332828456e-05,4.7985634396010566e-05,5.837431728307317e-05,6.70405663315487e-05
842,APBB2,6.594743722413894e-05,3.865533832524982e-05,6.48566746881023e-05,7.976978778690605e-05
843,APBB3,3.608684426137853e-05,4.00950395819162e-05,5.106684054570548e-05,4.1582123420834e-05
844,APC,5.197013839050642e-05,3.8394769680619964e-05,3.8598494846499727e-05,3.2530232608135446e-05
845,APC2,4.853934685861479e-05,4.5374258177806326e-05,4.570257809497418e-05,3.7527630660979435e-05
846,APCDD1,5.006414309501107e-05,6.907181297425326e-05,6.230531759500767e-05,6.185458722010682e-05
847,APCDD1L,5.374906733296874e-05,4.699744706269634e-05,6.282507304891548e-05,4.771100782526532e-05
848,APCS,6.200838028011524e-05,5.350635806395812e-05,6.734650842068114e-05,7.222654544299057e-05
849,APEH,6.0610650396751976e-05,5.17176721199425e-05,7.567456481423352e-05,7.46780992047631e-05
850,APELA,4.35837590903269e-05,4.476045354402341e-05,5.5123314055634194e-05,5.751722287235542e-05
851,APEX1,4.8285214152548745e-05,5.0338609818119726e-05,4.373269550487577e-05,5.534854069847973e-05
852,APEX2,6.721810075446917e-05,6.678074531535748e-05,8.351928882960624e-05,8.25042131365754e-05
853,APH1A,5.1970138390506424e-05,6.21082761323073e-05,3.6837165790567276e-05,3.328455684252699e-05
854,APH1B,4.0788299323600394e-05,3.265834454395824e-05,4.693976605092423e-05,5.2425534290212476e-05
855,API5,3.8628171322039e-05,3.568346260296772e-05,1.1173332184257186e-05,2.508128079351892e-05
856,APIP,4.332962638426085e-05,3.002633391964437e-05,3.677770736273442e-05,3.498178636990797e-05
857,APITD1,2.2999009898977167e-05,2.271133652773716e-05,1.0929312604683079e-05,8.580438166203842e-06
858,APITD1-CORT,4.561682073885526e-05,4.621306533467457e-05,2.655842652122222e-05,3.5641820075000576e-05
859,APLF,4.574388709188829e-05,4.077407180962956e-05,5.4736557606530684e-05,5.8271547106746976e-05
860,APLN,6.912409604996453e-05,5.544488997430122e-05,6.985585384186646e-05,7.05293159156096e-05
861,APLNR,3.621391061441157e-05,3.102271801744382e-05,3.674527363315216e-05,3.092729361005341e-05
862,APLP1,3.278311908251994e-05,4.147187172861364e-05,4.27523451413725e-05,4.214786659662766e-05
863,APLP2,5.413026639206781e-05,2.9895252583764855e-05,7.12175429053336e-05,7.967549725760709e-05
864,APMAP,4.853934685861479e-05,3.517140306223277e-05,7.389016529285762e-05,8.646441536713102e-05
865,APOA1,4.841228050558177e-05,3.169541472615123e-05,5.745695588299094e-05,4.582519723928645e-05
866,APOA1BP,3.1766588258255754e-05,2.793668850927059e-05,2.6722791206163188e-05,2.67785103208999e-05
867,APOA2,4.5998019797954335e-05,4.388636931317177e-05,4.703481796180457e-05,4.4127967711905474e-05
868,APOA4,5.705279251182734e-05,8.87243182692651e-05,5.147336827986658e-05,3.177590837374389e-05
869,APOA5,3.850110496900597e-05,5.1001674745941875e-05,4.260880439620226e-05,5.138833846792411e-05
870,APOB,5.79422569830585e-05,5.131507733249405e-05,6.000379796783195e-05,6.0345938751323725e-05
871,APOBEC1,5.311373556780362e-05,4.950189340041815e-05,4.438042227136227e-05,4.6579521473678e-05
872,APOBEC2,4.1042432029666434e-05,2.9257561917938254e-05,4.267336269355424e-05,4.09220897157414e-05
873,APOBEC3A,3.1512455552189707e-05,3.106697397420839e-05,5.13519082506737e-05,3.667901589728895e-05
874,APOBEC3B,4.2948427325161784e-05,3.9894503583063156e-05,6.358633616618304e-05,4.403367718260653e-05
875,APOBEC3C,4.320256003122783e-05,3.2637544672212964e-05,6.23835746094407e-05,6.326894515959096e-05
876,APOBEC3D,1.93140856610195e-05,1.6156016969529578e-05,2.6226238581636702e-05,2.1969693326653792e-05
877,APOBEC3F,3.7484574144741795e-05,4.718143572625229e-05,5.440827699012566e-05,6.779489056594024e-05
878,APOBEC3G,6.709103440143615e-05,6.85921993221319e-05,7.573336640011411e-05,0.0001092827234574753
879,APOBEC3H,4.828521415254875e-05,5.7325720127599246e-05,7.093224881303947e-05,7.892117302321555e-05
880,APOBEC4,5.336786827386967e-05,4.454028378314277e-05,3.6490055570648104e-05,3.3850300018320655e-05
881,APOBR,5.794225698305849e-05,6.231394795367236e-05,4.3083126561510194e-05,4.412796771190547e-05
882,APOC1,4.714161697525154e-05,4.540201733465418e-05,4.038967500883295e-05,3.8847698071164644e-05
883,APOC2,2.8971128491529246e-05,2.1914412413662734e-05,3.166724363303209e-05,1.8669524801190776e-05
884,APOC3,5.095360756624223e-05,6.214527724660367e-05,5.1819239350901634e-05,6.600337050926031e-05
885,APOC4,5.857758874822361e-05,5.0750931102501666e-05,5.3878833762551074e-05,5.9968776634127945e-05
886,APOD,3.1766588258255754e-05,3.062735683143542e-05,2.8899078193755648e-05,3.328455684252699e-05
887,APOE,4.2440161913029696e-05,3.409494089064117e-05,3.62647467826627e-05,3.9696312834855135e-05
888,APOF,4.02800339114683e-05,1.7867709185040944e-05,3.3533913799164056e-05,3.498178636990797e-05
889,APOH,4.80310814464827e-05,7.248887081124583e-05,4.97675964709212e-05,4.50708730048949e-05
890,APOL1,4.129656473573248e-05,4.502020206727271e-05,4.648742680550859e-05,3.997918442275196e-05
891,APOL2,5.933998686642175e-05,7.517308006452075e-05,7.525473458178426e-05,8.071269307989549e-05
892,APOL3,4.80310814464827e-05,6.349840016362165e-05,5.563286959874536e-05,5.742293234305647e-05
893,APOL4,5.984825227855384e-05,5.141878272965337e-05,7.630316672923299e-05,7.778968667162823e-05
894,APOL5,3.25289863764539e-05,2.2258318794913857e-05,2.6369759938076288e-05,2.3478341795436888e-05
895,APOL6,7.535034734858265e-05,5.7293414054028045e-05,7.728852751563429e-05,7.778968667162823e-05
896,APOLD1,5.044534215411014e-05,5.3257380521887175e-05,3.4706254586797766e-05,3.385030001832065e-05
897,APOM,3.951763579327016e-05,3.063656403873089e-05,2.9598846207437126e-05,2.6024186086508358e-05
898,APOO,4.4854422620657126e-05,3.737283142609866e-05,4.743542414802958e-05,4.177070447943189e-05
899,APOOL,5.781519063002548e-05,4.0542441911375026e-05,7.647174676402111e-05,8.46728953104511e-05
900,APOPT1,3.418084896588319e-05,2.981274330992413e-05,3.4419840627166425e-05,3.620756325079423e-05
901,APP,5.171600568444036e-05,3.195114515351759e-05,8.758677430137643e-05,8.222134154867857e-05
902,APPBP2,4.205896285393062e-05,3.8857501157168266e-05,4.265347053951241e-05,3.507607689920691e-05
903,APPL1,5.6671593452728264e-05,4.806056441897647e-05,6.433696110661578e-05,7.118934962070221e-05
904,APPL2,4.02800339114683e-05,2.9165137381074882e-05,6.500998795556657e-05,4.3562224536111804e-05
905,APRT,5.514679721633199e-05,4.675957921573136e-05,4.452063987862136e-05,3.922486018836042e-05
906,APTX,4.739574968131758e-05,6.451836878845132e-05,3.7949125839403593e-05,4.7050974120172714e-05
907,AQP1,5.8323456042157566e-05,7.150655861818685e-05,6.175763947641785e-05,8.429573319325531e-05
908,AQP10,3.5832711555312486e-05,2.123116629891854e-05,2.5629226973522254e-05,3.17759083737439e-05
909,AQP11,5.158893933140734e-05,3.9517468086553054e-05,4.4596059507795424e-05,4.742813623736848e-05
910,AQP12A,5.8704655101256633e-05,7.067766100918913e-05,7.958412257009261e-05,6.873779585892968e-05
911,AQP12B,8.10683332350687e-05,7.677300443959738e-05,0.00010224967000759613,0.0001121114393364436
912,AQP2,5.6036261687563156e-05,6.870478544123536e-05,3.771104812498095e-05,3.818766436607204e-05
913,AQP3,4.993707674197804e-05,5.550535604708639e-05,3.929121175346822e-05,3.507607689920691e-05
914,AQP4,6.429557463470966e-05,6.915824952318538e-05,7.025260910987666e-05,8.052411202129758e-05
915,AQP5,5.3240801920836645e-05,6.484641652846387e-05,2.750177241766472e-05,2.0743916445767528e-05
916,AQP6,5.362200097993571e-05,4.1871037719296774e-05,3.146296050567136e-05,3.498178636990797e-05
917,AQP7,5.476559815723293e-05,5.7958332115263496e-05,2.889127703265469e-05,3.385030001832065e-05
918,AQP8,5.4003200039034787e-05,7.116359806516123e-05,4.6962299592978974e-05,4.054492759854562e-05
919,AQP9,5.1207740272308276e-05,9.465196762331281e-05,5.1368413104184026e-05,5.808296604814908e-05
920,AQR,4.460028991459108e-05,4.072924130837182e-05,4.3906944494126675e-06,5.185979111441882e-06
921,AR,5.5527996275431055e-05,5.7848700522680756e-05,8.850042508701909e-05,9.485627247473696e-05
922,ARAF,3.799283955687388e-05,2.5427137979148512e-05,4.6336432107426885e-05,5.0351142645635734e-05
923,ARAP1,4.02800339114683e-05,3.573666257519358e-05,3.4547612688787705e-05,4.8088169942461095e-05
924,ARAP2,4.764988238738364e-05,5.0145689825549285e-05,8.234196728922934e-05,6.242033039590047e-05
925,ARAP3,4.155069744179853e-05,4.866101824323463e-05,4.393498003409137e-05,4.139354236223612e-05
926,ARC,2.9225261197595293e-05,1.9556793358111262e-05,2.2328022412647076e-05,3.045584096355869e-05
927,ARCN1,4.371082544335992e-05,3.97400214592937e-05,4.636351509032199e-06,6.883208638822862e-06
928,AREG,5.501973086329897e-05,6.010636672741468e-05,7.583108492278233e-05,6.317465463029202e-05
929,AREL1,4.790401509344968e-05,3.922365836474659e-05,4.883713950047841e-05,4.780529835456426e-05
930,ARF1,4.676041791615246e-05,4.144629130261262e-05,2.379426299224795e-05,2.4609828147024204e-05
931,ARF3,4.040710026450132e-05,3.180050856112012e-05,1.3296587737521931e-05,9.051890812698558e-06
932,ARF4,5.1207740272308276e-05,5.660671491688574e-05,7.847995402225382e-06,1.0749120340079537e-05
933,ARF5,5.247840380263851e-05,6.752432538239355e-05,5.520866147273323e-05,5.600857440357233e-05
934,ARF6,4.1804830147864575e-05,2.9941140952447705e-05,2.083380641238849e-05,1.932955850628338e-05
935,ARFGAP1,5.1207740272308276e-05,3.9991622430343524e-05,5.120463813444369e-05,5.798867551885014e-05
936,ARFGAP2,6.861583063783242e-05,7.07588752679721e-05,5.0538569644118805e-05,4.4693710887699124e-05
937,ARFGAP3,5.79422569830585e-05,6.051355977205934e-05,4.971750664992073e-05,4.9313946823347346e-05
938,ARFGEF1,3.926350308720411e-05,4.147288234729646e-05,5.31030565963848e-05,4.0073474952050915e-05
939,ARFGEF2,4.574388709188829e-05,3.9099023333356554e-05,3.837836564717942e-05,3.733904960238155e-05
940,ARFGEF3,4.5743887091888294e-05,4.529317278693428e-05,5.330500952584698e-05,5.7234351284458595e-05
941,ARFIP1,5.057240850714316e-05,4.801185730218973e-05,6.9130029825903e-05,7.071789697420748e-05
942,ARFIP2,4.244016191302969e-05,2.3904973982289982e-05,7.365562360735656e-05,4.271360977242133e-05
943,ARFRP1,5.2351337449605484e-05,4.656309202003453e-05,1.7548043850161477e-05,1.4426450982738327e-05
944,ARG1,5.4511465451166874e-05,6.090894282613213e-05,9.244928186417243e-05,8.929313124609932e-05
945,ARG2,5.413026639206781e-05,6.163953334104961e-05,5.740696558310284e-05,5.723435128445859e-05
946,ARGFX,5.46385318041999e-05,4.410984226143115e-05,3.240310547793399e-05,3.715046854378367e-05
947,ARGLU1,5.1716005684440377e-05,4.1834775517198094e-05,1.2517299191784672e-05,1.819807215469606e-05
948,ARHGAP1,3.443498167194924e-05,1.93045053245322e-05,9.347196442174217e-06,2.366692285403477e-05
949,ARHGAP10,4.917467862377991e-05,3.578919141739339e-05,5.932025581701946e-05,5.874299975324168e-05
950,ARHGAP11A,3.723044143867574e-05,3.8365630904615236e-05,2.6811244386776686e-05,2.838144931898194e-05
951,ARHGAP11B,5.692572615879431e-05,3.273865015569516e-05,1.8901260753605364e-05,2.536415238141575e-05
952,ARHGAP12,5.3367868273869665e-05,5.91454833211005e-05,5.8161151870777484e-05,6.977499168121805e-05
953,ARHGAP15,5.616332804059617e-05,5.324083355017561e-05,4.327597977531985e-05,3.649043483869106e-05
954,ARHGAP17,4.790401509344968e-05,6.300570832050106e-05,3.922669370197487e-05,3.215307049093967e-05
955,ARHGAP18,8.907351347614912e-05,0.00010447073430285082,0.00011741516464371919,0.00011871177638736965
956,ARHGAP19,3.024179202185948e-05,1.6693130437353482e-05,4.5425116535172963e-05,3.988489389345302e-05
957,ARHGAP20,4.3964958149425965e-05,2.734881926449594e-05,3.946899292157407e-05,3.620756325079423e-05
958,ARHGAP21,7.255488758185614e-05,9.343288164165715e-05,9.62913657094307e-05,6.392897886468357e-05
959,ARHGAP22,4.536268803278922e-05,5.933740571475108e-05,5.3353212812537804e-05,4.337364347751393e-05
960,ARHGAP23,4.866641321164781e-05,4.601823772960156e-05,3.3262441652295255e-05,4.667381200297694e-05
961,ARHGAP24,4.332962638426085e-05,3.4766409812165396e-05,4.6726988020084393e-05,4.431654877050335e-05
962,ARHGAP25,5.311373556780362e-05,5.0611806443264944e-05,5.250001356271783e-05,5.544283122777867e-05
963,ARHGAP26,5.374906733296874e-05,4.2076847110213906e-05,3.435017774091676e-05,3.960202230555619e-05
964,ARHGAP27,2.9987659315793434e-05,3.723265783585018e-05,1.2035010552220045e-05,1.3294964631151007e-05
965,ARHGAP28,5.984825227855384e-05,4.604649740968187e-05,7.639252950763787e-05,6.477759362837406e-05
966,ARHGAP29,5.311373556780362e-05,4.003670794379648e-05,4.628362163139105e-05,4.714526464947165e-05
967,ARHGAP30,4.332962638426085e-05,3.4600065835122904e-05,3.416685960000328e-05,3.0550131492857636e-05
968,ARHGAP31,4.47273562676241e-05,4.2316225731472894e-05,6.241743297163189e-05,6.194887774940575e-05
969,ARHGAP32,4.002590120540225e-05,2.8575148187567384e-05,4.7653454083549996e-05,4.903107523545052e-05
970,ARHGAP33,4.942881132984596e-05,3.326340236750513e-05,3.639939607428399e-05,4.1582123420834e-05
971,ARHGAP35,7.1792489463658e-05,7.411519558331879e-05,0.00011617340915053839,0.00010852839922308375
972,ARHGAP36,3.634097696744458e-05,3.323112516346582e-05,4.526046014489717e-05,5.648002705006704e-05
973,ARHGAP39,4.015296755843527e-05,2.3491729405796375e-05,2.7883428931252218e-05,2.451553761772526e-05
974,ARHGAP4,3.9898834852369226e-05,2.921067757981818e-05,6.202727205652112e-05,4.554232565138962e-05
975,ARHGAP40,5.0318275801077114e-05,5.299628576154096e-05,4.861704336762791e-05,3.601898219219634e-05
976,ARHGAP42,5.7052792511827344e-05,7.17567569357177e-05,3.163005398221323e-05,2.866432090687877e-05
977,ARHGAP44,5.692572615879431e-05,6.892843353859303e-05,5.528315127967159e-05,4.8748203647553697e-05
978,ARHGAP45,3.939056944023714e-05,3.8285956502179284e-05,3.1879859032853434e-05,2.074391644576753e-05
979,ARHGAP5,4.866641321164782e-05,5.323861152376589e-05,5.755409810241705e-05,4.37508055947097e-05
980,ARHGAP6,5.120774027230828e-05,3.880803263387107e-05,5.858110941112159e-05,4.978539946984207e-05
981,ARHGAP8,3.5578578849246446e-05,5.1027355274645557e-05,4.7090862588968974e-05,3.9036279129762534e-05
982,ARHGAP9,2.642980143086879e-05,2.6474867859060936e-05,3.027661925082912e-05,3.271881366673333e-05
983,ARHGDIA,4.421909085549201e-05,4.4600730320354776e-05,3.345423860716674e-05,2.423266602982843e-05
984,ARHGDIB,5.4257332745100834e-05,4.885235660710039e-05,6.422319085463345e-05,6.449472204047722e-05
985,ARHGDIG,7.598567911374777e-05,6.436531767975902e-05,6.616474049819972e-05,7.203796438439268e-05
986,ARHGEF1,4.078829932360039e-05,4.271062420049593e-05,4.4829850962378254e-05,5.280269640740826e-05
987,ARHGEF10,2.642980143086879e-05,2.9357727499297265e-05,3.9106929636345796e-05,4.422225824120441e-05
988,ARHGEF10L,4.85393468586148e-05,4.2681245392670465e-05,5.614740092862799e-05,6.232603986660153e-05
989,ARHGEF11,4.4981488973690146e-05,3.146927741182244e-05,3.4034629522375566e-05,3.6867596955886833e-05
990,ARHGEF12,8.488032382605938e-05,6.716368500306621e-05,0.0001063492625512063,9.891076523459154e-05
991,ARHGEF15,3.1639521905222733e-05,3.245976203437917e-05,3.398247849760959e-05,4.2996481360318155e-05
992,ARHGEF16,5.641746074666222e-05,7.297434404461827e-05,5.1434538118895935e-05,4.921965629404841e-05
993,ARHGEF17,6.111891580888407e-05,5.294875875842356e-05,3.64081245417409e-05,3.6773306426587895e-05
994,ARHGEF18,3.4562048024982264e-05,4.6983575415884375e-05,3.9545085312652466e-05,4.733384570806954e-05
995,ARHGEF19,5.044534215411014e-05,4.90891156841203e-05,4.781757308830726e-05,2.7155672438095674e-05
996,ARHGEF2,4.777694874041666e-05,4.215459639596675e-05,4.165728340663079e-05,4.657952147367799e-05
997,ARHGEF25,5.565506262846408e-05,6.606514552985488e-05,6.408731841777008e-05,4.243073818452449e-05
998,ARHGEF26,4.3075493678194804e-05,3.4977102085673743e-05,4.50795656372451e-05,4.827675100105897e-05
999,ARHGEF28,6.670983534233708e-05,4.782742620097251e-05,6.270973127686605e-05,8.872738807030566e-05
1000,ARHGEF3,5.7179858864860365e-05,5.275660839808518e-05,4.506890648228448e-05,4.327935294821498e-05
1001,ARHGEF33,6.429557463470964e-05,5.4033961319350406e-05,6.318187522517065e-05,6.185458722010682e-05
1002,ARHGEF35,3.53244461431804e-05,2.7806116918611014e-05,4.099193599511409e-05,4.874820364755368e-05
1003,ARHGEF37,4.4727356267624106e-05,4.1422572191654014e-05,4.7094666465118045e-05,5.431134487619135e-05
1004,ARHGEF38,5.883172145428966e-05,4.81271188221772e-05,9.365345939832341e-05,9.268759030086128e-05
1005,ARHGEF39,4.981001038894502e-05,2.4386146900235245e-05,4.63804793889897e-05,3.781050224887627e-05
1006,ARHGEF4,2.7573398608165994e-05,2.5452969558768113e-05,3.4690003919251474e-05,4.129925183293717e-05
1007,ARHGEF40,3.3545517200718076e-05,2.8395631089896502e-05,2.3338763145095293e-05,2.602418608650835e-05
1008,ARHGEF5,7.001356052119568e-05,6.42177577211916e-05,7.61462503656662e-05,9.381907665244861e-05
1009,ARHGEF6,4.650628521008643e-05,4.6410629082087276e-05,8.11461876575707e-05,6.204316827870471e-05
1010,ARHGEF7,5.3240801920836645e-05,3.671568566762261e-05,5.515427023730677e-05,8.231563207797751e-05
1011,ARHGEF9,5.717985886486036e-05,5.121364724589632e-05,8.642231570872607e-05,7.364090338247474e-05
1012,ARID1A,5.997531863158686e-05,4.299764361723374e-05,4.6629697476986286e-05,7.175509279649586e-05
1013,ARID1B,4.5362688032789214e-05,3.835797027465342e-05,7.360563108404774e-05,5.732864181375753e-05
